stock_code,transaction_date,closing_price,matched_volume,matched_value,foreign_net_volume,foreign_net_value,proprietary_net_volume,proprietary_net_value,buy_orders,buy_volume,sell_orders,sell_volume
BCM,2021-05-17,54.000000000000000000,44600,2.390000000000000000,2700,1.45,,,109,96500,99,127900
BCM,2021-05-14,54.400000000000000000,21800,1.180000000000000000,15100,0.82,,,84,96100,114,88900
BCM,2021-05-13,54.500000000000000000,114400,6.190000000000000000,3800,0.21,,,132,201700,200,212800
BCM,2023-04-11,80.200000000000000000,35200,2.810000000000000000,11800,0.95,,,249,98000,178,112200
BCM,2023-04-10,80.000000000000000000,101400,8.080000000000000000,-200,-0.02,,,329,176200,432,210600
BCM,2023-04-07,80.200000000000000000,55300,4.440000000000000000,-24400,-1.96,,,296,136900,273,185300
BCM,2023-04-06,80.500000000000000000,78800,6.370000000000000000,-13400,-1.08,,,260,161400,280,176500
BCM,2023-04-05,81.200000000000000000,68500,5.580000000000000000,-25800,-2.09,,,276,185200,261,156700
BCM,2023-04-04,82.000000000000000000,150000,12.290000000000000000,-79200,-6.49,,,507,249700,370,273800
BCM,2023-04-03,83.500000000000000000,124100,10.300000000000000000,51400,4.29,,,287,207900,229,157000
BCM,2023-03-31,82.900000000000000000,129600,10.690000000000000000,43000,3.56,,,278,245800,285,184900
BCM,2023-03-30,82.300000000000000000,78200,6.420000000000000000,57300,4.72,,,271,181800,220,140900
BCM,2023-03-29,82.200000000000000000,138700,11.310000000000000000,-12300,-1.01,,,354,263300,336,207500
BCM,2023-03-28,82.300000000000000000,88800,7.280000000000000000,21500,1.77,,,406,237500,234,136100
BCM,2023-03-27,82.200000000000000000,97800,8.010000000000000000,36000,2.96,,,262,228800,263,137800
BCM,2023-03-24,82.000000000000000000,92100,7.540000000000000000,44800,3.68,,,307,226200,213,143600
BCM,2023-03-23,81.900000000000000000,80000,6.520000000000000000,24600,2.04,,,278,201300,202,124900
BCM,2023-03-22,81.500000000000000000,158600,12.880000000000000000,7600,0.66,,,356,267200,325,229500
BCM,2023-03-21,82.000000000000000000,93000,7.590000000000000000,24700,0.37,,,210,199900,279,174500
BCM,2023-03-20,81.600000000000000000,93900,7.640000000000000000,24400,1.99,,,279,140700,287,192100
BCM,2023-03-17,82.400000000000000000,46900,3.850000000000000000,9500,0.78,,,244,101200,238,153800
BCM,2023-03-16,82.200000000000000000,105000,8.630000000000000000,-41400,-3.40,,,472,198400,340,224400
BCM,2023-03-15,83.200000000000000000,84300,7.010000000000000000,6700,0.56,,,395,210800,188,185200
BCM,2022-01-24,72.000000000000000000,582100,42.610000000000000000,49600,3.83,,,854,813600,714,1170100
BCM,2022-01-21,75.300000000000000000,601600,44.970000000000000000,137700,10.51,,,1013,983600,1433,1135000
BCM,2022-01-20,75.400000000000000000,429000,31.840000000000000000,57500,4.32,,,769,980300,967,1025600
BCM,2022-01-19,71.000000000000000000,532200,38.080000000000000000,-3400,-0.30,,,759,1228500,554,781400
BCM,2022-01-18,68.000000000000000000,426900,28.980000000000000000,111800,7.54,,,646,812000,815,707400
BCM,2022-01-17,70.700000000000000000,798400,58.040000000000000000,298500,21.82,,,1074,1066900,890,1580400
BCM,2022-01-14,76.000000000000000000,283800,21.460000000000000000,21600,1.63,,,614,770400,580,787100
BCM,2022-01-13,77.900000000000000000,942300,71.940000000000000000,8900,0.66,,,862,1435800,1063,2044400
BCM,2022-01-12,79.900000000000000000,1566000,120.230000000000000000,499600,38.35,,,1390,2522800,1252,2824800
BCM,2022-01-11,75.200000000000000000,1176500,87.720000000000000000,254800,18.99,,,1307,2499600,844,1692400
BCM,2022-01-10,70.300000000000000000,1151800,89.060000000000000000,412000,31.98,,,1161,1521700,1449,2110300
BCM,2022-01-07,75.500000000000000000,1093200,80.330000000000000000,314600,23.25,,,1023,1709100,1056,1735700
BCM,2022-01-06,70.600000000000000000,1644400,112.610000000000000000,428400,29.48,,,1659,2915400,1270,2252300
BCM,2022-01-05,66.000000000000000000,1128300,75.680000000000000000,-55300,-3.56,,,1507,1655200,1712,2527800
BCM,2022-01-04,65.800000000000000000,639300,41.360000000000000000,2600,0.17,,,836,1012500,749,1148000
BCM,2021-12-31,64.000000000000000000,264400,16.720000000000000000,15100,0.97,,,518,554700,575,839200
BCM,2021-12-29,64.000000000000000000,290700,18.900000000000000000,30100,1.95,,,616,440800,729,1132600
BCM,2021-12-28,65.900000000000000000,637800,41.750000000000000000,199300,13.08,,,955,1046900,1015,1600900
BCM,2021-12-27,65.000000000000000000,549200,35.730000000000000000,94300,6.42,,,710,959800,918,1335300
BCM,2024-03-27,65.200000000000000000,456200,29.700000000000000000,-103000,-6.70,,,1034,1339300,770,1017400
BCM,2024-03-26,65.100000000000000000,650900,42.330000000000000000,-55200,-3.58,,,1287,1330800,561,1155800
BCM,2024-03-25,65.100000000000000000,727200,47.620000000000000000,85400,5.59,,,1241,1284000,1008,1489600
BCM,2024-03-22,65.700000000000000000,1195100,78.360000000000000000,-114000,-7.46,,,1551,2036400,1401,1999500
BCM,2024-03-21,65.700000000000000000,801600,52.620000000000000000,-220100,-14.44,,,1022,1854800,1094,1714000
BCM,2024-03-20,65.000000000000000000,798600,51.540000000000000000,-99600,-6.43,,,1461,2291900,925,1334600
BCM,2024-03-19,64.400000000000000000,598600,38.730000000000000000,-190500,-12.34,,,1097,1704200,658,1306600
BCM,2024-03-18,64.600000000000000000,2083300,135.460000000000000000,-324300,-21.28,,,3049,4664500,1629,3494900
BCM,2024-03-15,67.500000000000000000,1295800,87.890000000000000000,-469900,-31.91,,,1683,2409600,1159,2439400
BCM,2024-03-14,67.900000000000000000,1920800,132.550000000000000000,-259300,-17.94,,,2133,3994100,2667,4030800
VNM,2021-07-28,86.900000000000000000,1665500,144.790000000000000000,9250,8.03,,,3553,2900700,1901,3486100
VNM,2023-11-14,68.900000000000000000,2996000,205.840000000000000000,-1960857,-134.72,,,5228,5712600,2232,4452100
BCM,2024-03-13,69.200000000000000000,1393800,95.780000000000000000,-120500,-8.25,,,1539,3170300,1916,2897800
BCM,2024-03-12,67.900000000000000000,1302100,87.720000000000000000,-53400,-3.66,,,2261,3105500,1691,2896300
BCM,2024-03-11,67.100000000000000000,1555300,106.090000000000000000,-280400,-19.26,,,1942,2394700,1925,2989700
BCM,2024-03-08,69.300000000000000000,2468700,172.910000000000000000,-307100,-21.47,,,3081,4326100,3072,4127600
BCM,2024-03-07,69.000000000000000000,1915800,130.140000000000000000,-144300,-9.74,,,1931,4017200,3238,3583300
BCM,2024-03-06,66.100000000000000000,1143800,76.000000000000000000,-27300,-1.82,,,1686,3021600,2402,2875900
BCM,2024-03-05,65.500000000000000000,1338200,87.610000000000000000,-342100,-22.39,,,1533,2300300,2108,2760700
BCM,2024-03-04,65.400000000000000000,1829500,119.270000000000000000,-285000,-18.54,,,1921,3702400,3333,3427600
BCM,2024-03-01,63.600000000000000000,851900,53.970000000000000000,-333800,-21.15,,,1504,2397300,1675,1484500
BCM,2024-02-29,63.300000000000000000,871800,55.500000000000000000,-227900,-14.47,,,1343,1437600,1446,2162900
BCM,2023-01-10,82.000000000000000000,135200,11.050000000000000000,67000,5.49,,,301,262500,247,233900
BCM,2023-01-09,82.300000000000000000,114900,9.430000000000000000,30000,2.47,,,302,225600,272,233400
BCM,2023-01-06,82.900000000000000000,186500,15.430000000000000000,16600,1.38,,,403,313300,353,335700
BCM,2023-01-05,83.800000000000000000,76800,6.400000000000000000,9900,0.83,,,270,155700,251,187400
BCM,2023-01-04,84.000000000000000000,137700,11.460000000000000000,14300,1.20,,,428,266000,324,258800
BCM,2023-01-03,84.000000000000000000,110300,9.000000000000000000,16900,1.42,,,437,309800,260,147000
BCM,2022-12-30,80.600000000000000000,385800,31.020000000000000000,919000,74.07,,,239,537000,285,609100
BCM,2022-12-29,79.200000000000000000,88000,6.950000000000000000,19800,1.57,,,203,148300,205,242300
BCM,2022-12-28,79.900000000000000000,102400,8.110000000000000000,-2031500,-162.32,,,281,186600,237,186700
BCM,2022-12-27,79.900000000000000000,85400,6.770000000000000000,-87100,-6.96,,,183,136500,174,200400
BCM,2022-12-26,78.000000000000000000,130700,10.590000000000000000,-35600,-2.78,,,361,209100,385,397100
BCM,2022-12-23,79.800000000000000000,139500,11.080000000000000000,-108500,-8.66,,,257,283200,257,233300
BCM,2022-12-16,80.000000000000000000,67500,5.390000000000000000,37400,2.99,,,176,109900,241,262300
BCM,2022-12-15,79.900000000000000000,101700,8.100000000000000000,52200,4.17,,,192,175200,189,233000
BCM,2022-12-14,80.000000000000000000,69300,5.530000000000000000,31300,2.50,,,177,112800,168,180000
BCM,2022-12-13,80.000000000000000000,27800,2.190000000000000000,12400,0.99,,,120,84400,128,195900
BCM,2023-05-12,77.500000000000000000,91200,7.050000000000000000,24900,1.94,,,197,125200,176,191000
BCM,2023-05-11,77.500000000000000000,30600,2.370000000000000000,9700,0.75,,,172,82800,209,133400
BCM,2023-05-10,77.600000000000000000,81600,6.310000000000000000,12500,0.99,,,216,136600,177,159000
BCM,2023-05-09,77.700000000000000000,96600,7.480000000000000000,5000,0.41,,,253,183300,235,198800
BCM,2023-05-08,78.100000000000000000,79500,6.170000000000000000,20400,1.62,,,231,135200,170,143400
BCM,2023-05-05,77.900000000000000000,75500,5.850000000000000000,16400,1.29,,,209,131000,181,121800
BCM,2023-05-04,78.100000000000000000,63200,4.920000000000000000,2200,0.18,,,154,105800,208,154000
BCM,2023-04-28,78.700000000000000000,27400,2.150000000000000000,14800,1.17,,,0,0,0,0
BCM,2023-04-27,78.500000000000000000,25100,1.960000000000000000,8900,0.70,,,113,73700,159,94500
BCM,2023-04-26,78.700000000000000000,24100,1.890000000000000000,7100,0.56,,,0,0,0,0
BCM,2023-04-25,78.700000000000000000,68600,5.360000000000000000,7900,0.62,,,167,133100,304,140300
BCM,2023-04-24,79.100000000000000000,40700,3.210000000000000000,17300,1.37,,,132,75000,263,109300
BCM,2023-04-21,79.100000000000000000,27400,2.160000000000000000,7400,0.59,,,130,69000,200,89700
BCM,2023-04-20,79.400000000000000000,25100,1.990000000000000000,16900,1.34,,,224,67200,142,80300
BCM,2023-04-19,79.200000000000000000,39000,3.080000000000000000,-6300,-0.50,,,0,0,0,0
BCM,2023-04-18,79.500000000000000000,47300,3.740000000000000000,900,0.07,,,251,103400,217,144000
BCM,2023-04-17,79.400000000000000000,54900,4.340000000000000000,-12300,-0.98,,,309,102700,287,198200
BCM,2023-04-14,79.300000000000000000,16000,1.270000000000000000,-600,-0.05,,,194,71100,189,133600
BCM,2023-04-13,79.800000000000000000,18700,1.490000000000000000,4500,0.36,,,164,82100,206,119300
BCM,2023-04-12,80.000000000000000000,96600,7.700000000000000000,-3100,-0.25,,,305,166600,609,201400
BCM,2024-04-25,52.500000000000000000,328300,17.310000000000000000,-21600,-1.14,,,718,1026800,811,823200
BCM,2024-04-24,52.300000000000000000,771300,39.950000000000000000,22200,1.15,,,966,1748600,826,1177700
BCM,2024-04-23,50.500000000000000000,625000,32.030000000000000000,18500,0.94,,,1291,1147900,621,1629700
BCM,2024-04-22,52.700000000000000000,307500,16.100000000000000000,9100,0.47,,,891,888800,718,660400
BCM,2024-04-19,51.600000000000000000,1151400,60.070000000000000000,100200,5.18,,,1815,2053900,1441,2101800
BCM,2024-04-17,54.300000000000000000,522600,28.900000000000000000,9000,0.50,,,1261,1016300,795,1750800
BCM,2024-04-16,55.600000000000000000,791000,44.230000000000000000,25500,1.41,,,1772,1627800,920,2036400
BCM,2024-04-12,61.000000000000000000,950000,57.120000000000000000,-236500,-14.19,,,2016,1787300,1113,2520100
BCM,2024-04-11,60.300000000000000000,684300,41.430000000000000000,-198100,-11.97,,,1477,1262900,903,2024800
BCM,2024-04-09,61.800000000000000000,475200,29.260000000000000000,11600,0.72,,,1335,1126700,637,1857400
BCM,2024-04-08,62.000000000000000000,407800,25.390000000000000000,-5800,-0.36,,,852,698500,738,1926400
BCM,2024-04-05,62.600000000000000000,703700,44.260000000000000000,-31700,-2.00,,,1367,1214700,876,3129900
BCM,2024-04-04,63.500000000000000000,635400,40.520000000000000000,-53100,-3.39,,,1453,1222400,751,2307600
BCM,2024-04-03,64.400000000000000000,482600,31.200000000000000000,-37100,-2.40,,,1182,1146100,785,2134700
VNM,2022-04-05,80.400000000000000000,2202100,178.180000000000000000,148100,12.04,,,3311,3551500,4076,4852900
VNM,2023-11-13,68.700000000000000000,1730800,120.020000000000000000,-299600,-20.79,,,2987,3021000,1491,3104800
BCM,2024-04-02,65.400000000000000000,624000,40.110000000000000000,118300,7.69,,,1334,1425600,684,1152900
BCM,2024-04-01,64.300000000000000000,719500,46.390000000000000000,25300,1.62,,,1254,1249800,657,1715600
BCM,2021-08-04,41.600000000000000000,32900,1.370000000000000000,100,0.00,,,181,90900,123,107700
BCM,2021-08-03,41.800000000000000000,141600,5.920000000000000000,-50100,-2.09,,,197,222400,190,214900
BCM,2021-08-02,41.800000000000000000,44500,1.870000000000000000,300,0.01,,,149,85000,169,113400
BCM,2021-07-30,41.800000000000000000,65200,2.720000000000000000,0,0.00,,,157,207100,144,122900
BCM,2021-07-27,41.200000000000000000,52900,2.180000000000000000,0,0.00,,,133,156400,125,133100
BCM,2021-07-26,41.000000000000000000,48200,1.950000000000000000,100,0.00,,,212,129400,110,84400
BCM,2021-07-23,41.650000000000000000,101700,4.300000000000000000,400,0.02,,,341,268000,217,239000
BCM,2021-07-22,41.500000000000000000,77300,3.150000000000000000,10,0.00,,,254,257600,118,92200
BCM,2021-07-15,45.250000000000000000,27400,1.240000000000000000,220,0.10,,,74,27400,171,707600
BCM,2021-07-12,50.500000000000000000,12300,0.620000000000000000,730,0.37,,,31,41000,52,35900
BCM,2025-03-13,78.800000000000000000,577100,45.950000000000000000,-23860,-1.90,,,,,,
BCM,2025-03-12,80.600000000000000000,827800,66.900000000000000000,-195600,-15.83,,,958,1614300,1345,1709200
BCM,2025-03-10,80.200000000000000000,2435900,192.350000000000000000,32300,2.45,,,2380,4209100,2412,3107300
BCM,2025-03-05,75.100000000000000000,339800,25.700000000000000000,-2900,-0.22,,,768,693000,870,1001400
BCM,2025-03-04,75.800000000000000000,457000,34.460000000000000000,18095,1.37,,,919,1108200,770,1068500
BCM,2025-02-24,74.500000000000000000,506700,38.000000000000000000,-57499,-4.34,,,870,1066600,1179,1210800
BCM,2025-02-17,69.800000000000000000,279800,19.580000000000000000,-50500,-3.54,,,707,920100,569,576200
BCM,2021-02-05,58.700000000000000000,178800,10.380000000000000000,8980,5.22,,,232,294100,262,325900
BCM,2021-02-04,56.000000000000000000,22300,1.230000000000000000,5600,0.31,,,126,139500,119,101000
BCM,2021-02-03,56.500000000000000000,138800,7.670000000000000000,51600,2.83,,,172,371600,141,220800
BCM,2021-02-02,55.000000000000000000,97100,5.250000000000000000,66900,3.63,,,132,259500,180,193500
BCM,2021-02-01,54.000000000000000000,357200,19.320000000000000000,268700,14.56,,,245,480700,277,541000
BCM,2021-01-29,56.000000000000000000,91300,4.820000000000000000,170,0.09,,,248,193100,150,189900
BCM,2021-01-28,54.000000000000000000,446900,25.050000000000000000,318200,17.95,,,579,561500,407,759000
BCM,2021-01-27,58.000000000000000000,205000,12.070000000000000000,50200,2.97,,,249,334200,265,464800
BCM,2021-01-26,57.900000000000000000,185500,10.730000000000000000,96000,5.59,,,304,36830,228,33840
BCM,2021-01-25,58.000000000000000000,388000,23.380000000000000000,-117300,-7.11,,,381,54490,305,54280
BCM,2021-01-22,56.700000000000000000,383000,21.360000000000000000,-12500,-7.07,,,269,78340,238,40270
BCM,2021-01-21,53.000000000000000000,121100,6.260000000000000000,-8900,-0.46,,,215,244500,163,209100
BCM,2021-01-20,51.800000000000000000,129000,6.380000000000000000,-1600,-0.08,,,264,325900,246,325800
BCM,2021-01-19,51.900000000000000000,169100,8.760000000000000000,-2900,-0.17,,,194,229100,351,479700
BCM,2021-01-18,53.600000000000000000,129500,6.970000000000000000,0,0.00,,,263,329200,317,251900
BCM,2021-01-15,51.700000000000000000,150700,7.720000000000000000,1090,0.56,,,246,242200,201,282500
BCM,2021-01-14,52.000000000000000000,98400,5.060000000000000000,-3200,-0.16,,,178,197600,163,174400
BCM,2021-01-13,51.100000000000000000,301800,15.520000000000000000,117100,6.01,,,341,518900,378,540600
BCM,2021-01-12,52.100000000000000000,380100,20.230000000000000000,-1200,-0.65,,,550,718800,436,554700
BCM,2021-01-11,50.300000000000000000,92300,4.640000000000000000,-19700,-0.99,,,246,387500,84,92300
BCM,2022-03-28,72.500000000000000000,136100,9.890000000000000000,5100,0.37,,,633,416000,263,322000
BCM,2022-03-25,73.900000000000000000,168800,12.530000000000000000,-15600,-1.16,,,635,462400,389,387400
BCM,2022-03-24,74.600000000000000000,149800,11.180000000000000000,-8300,-0.62,,,562,339300,388,617200
BCM,2022-03-23,75.700000000000000000,145300,11.050000000000000000,47600,3.63,,,369,295500,525,425600
BCM,2022-03-22,75.800000000000000000,158800,12.060000000000000000,41400,3.15,,,497,272100,593,554100
BCM,2022-03-21,76.900000000000000000,249300,19.140000000000000000,44600,3.41,,,552,493500,595,512900
BCM,2022-03-18,76.000000000000000000,307500,23.300000000000000000,97900,7.40,,,406,692800,809,737100
BCM,2022-03-17,74.000000000000000000,153800,11.480000000000000000,-1500,-0.11,,,423,321100,573,486200
BCM,2022-03-16,74.000000000000000000,207200,15.210000000000000000,-7000,-0.50,,,551,467100,636,409300
BCM,2022-03-15,72.500000000000000000,210400,15.040000000000000000,68400,4.92,,,641,463100,411,415100
BCM,2022-03-14,70.700000000000000000,411900,28.800000000000000000,80700,5.73,,,0,0,0,0
BCM,2022-03-11,72.400000000000000000,136300,9.920000000000000000,3500,0.25,,,505,376900,413,324100
BCM,2022-03-10,73.400000000000000000,244100,17.750000000000000000,56800,4.16,,,730,479100,407,440100
BCM,2022-03-09,71.500000000000000000,581700,42.110000000000000000,-203300,-14.66,,,1297,870100,836,928700
BCM,2022-03-08,74.800000000000000000,650900,48.820000000000000000,18200,1.45,,,1578,1000400,945,1101900
BCM,2022-03-07,76.600000000000000000,305100,23.590000000000000000,55100,4.30,,,1016,590600,706,806800
BCM,2022-03-04,78.900000000000000000,232200,18.450000000000000000,110300,8.81,,,834,476700,850,719500
BCM,2022-03-03,80.000000000000000000,295700,23.430000000000000000,99200,7.97,,,721,563800,575,630800
BCM,2022-03-02,78.500000000000000000,590800,44.950000000000000000,76400,5.79,,,1710,1164100,869,865000
BCM,2022-03-01,76.900000000000000000,641300,49.940000000000000000,-99400,-7.75,,,1847,1099300,686,1064000
BCM,2024-08-20,72.500000000000000000,655300,47.580000000000000000,-72500,-5.26,,,1208,1293000,1470,2575300
BCM,2024-08-19,72.500000000000000000,785800,57.310000000000000000,-99500,-7.25,,,1145,1275800,1894,2635700
BCM,2024-08-16,72.300000000000000000,943900,68.140000000000000000,-128700,-9.33,,,1493,1991500,1865,2818700
BCM,2024-08-15,70.800000000000000000,541900,38.490000000000000000,-49900,-3.56,,,1215,1229000,1325,1546300
BCM,2024-08-14,72.000000000000000000,1250100,91.030000000000000000,-94600,-6.89,,,1923,2240200,2649,3404100
BCM,2024-08-13,71.200000000000000000,688200,48.690000000000000000,97800,6.98,,,1383,1245400,1232,1745300
BCM,2024-08-12,71.200000000000000000,466200,33.340000000000000000,-50200,-3.60,,,1011,1005300,1338,1706200
BCM,2024-08-09,71.500000000000000000,559800,39.860000000000000000,-51100,-3.57,,,,,,
BCM,2024-08-08,71.500000000000000000,928300,65.740000000000000000,204200,14.60,,,1496,1514500,1430,2654200
BCM,2024-08-07,72.000000000000000000,897400,63.680000000000000000,257800,18.57,,,1401,1714500,1575,2289700
BCM,2024-08-06,71.000000000000000000,1152400,79.510000000000000000,376000,26.30,,,1565,2699800,1614,2007500
BCM,2024-08-05,67.500000000000000000,1281800,84.990000000000000000,392100,26.10,,,1668,2447300,1400,1999300
BCM,2024-08-02,68.800000000000000000,1409500,95.100000000000000000,165900,11.23,,,2245,3426400,1706,2437000
BCM,2024-08-01,67.900000000000000000,2297100,160.530000000000000000,75500,4.68,,,3004,3155200,1762,4370200
BCM,2024-07-31,73.000000000000000000,836100,60.770000000000000000,168300,12.31,,,1163,1542000,1276,1988400
BCM,2024-07-30,73.300000000000000000,829900,60.340000000000000000,256300,18.69,,,1452,1596900,1169,1938700
BCM,2024-07-29,73.300000000000000000,796500,57.880000000000000000,256300,18.69,,,1479,1711600,1524,2150400
BCM,2024-07-26,72.500000000000000000,1909300,136.840000000000000000,,,,,2131,3808300,2687,3560000
BCM,2024-07-25,69.100000000000000000,961800,65.450000000000000000,,,,,1335,2088700,1297,2075900
BCM,2024-07-24,66.900000000000000000,803600,53.170000000000000000,247700,16.48,,,1675,1825100,908,1704300
BCM,2024-05-28,62.700000000000000000,538900,33.660000000000000000,-62200,-3.88,,,821,1064600,1136,1458000
BCM,2024-05-23,64.200000000000000000,1422500,90.180000000000000000,16400,1.07,,,1347,2450500,1635,2800100
BCM,2024-05-22,63.100000000000000000,1534700,97.100000000000000000,-96700,-6.14,,,1803,2870000,1679,2982800
BCM,2024-05-21,64.300000000000000000,2202000,141.040000000000000000,-34300,-2.20,,,1877,3409200,2505,4076600
BCM,2024-05-20,62.900000000000000000,2045300,126.850000000000000000,-88600,-5.66,,,1854,4649500,1478,2373300
BCM,2024-05-17,58.800000000000000000,460400,27.130000000000000000,-9900,-0.58,,,674,1022200,995,1236000
BCM,2024-05-16,58.100000000000000000,448400,26.190000000000000000,-22800,-1.33,,,841,745200,795,1282300
BCM,2024-05-15,58.600000000000000000,409500,24.030000000000000000,-29900,-1.75,,,548,801500,947,1253200
BCM,2024-05-14,58.400000000000000000,1237200,71.360000000000000000,-170200,-9.72,,,854,2220200,1492,2275400
BCM,2024-05-13,56.200000000000000000,409100,23.270000000000000000,-2700,-0.16,,,817,866800,754,1088100
BCM,2024-05-10,57.000000000000000000,490100,28.120000000000000000,-22600,-1.32,,,939,1064800,1033,1376000
BCM,2024-05-09,58.000000000000000000,1730800,97.700000000000000000,138500,7.80,,,1636,3793400,1756,2814800
LPB,2024-10-18,32.350000000000000000,1689300,54.650000000000000000,-359600,-11.63,,,1372,5413100,1466,4376900
VNM,2023-11-10,69.600000000000000000,2833100,198.700000000000000000,-653100,-45.83,,,3266,4609900,1907,4453000
BCM,2024-05-08,54.500000000000000000,510400,27.670000000000000000,4800,0.26,,,1126,1155100,803,1141300
BCM,2024-05-07,54.800000000000000000,420400,23.130000000000000000,-11300,-0.62,,,755,877100,674,1052000
BCM,2024-05-06,55.100000000000000000,508000,27.840000000000000000,4700,0.26,,,775,1077400,902,1014000
BCM,2024-05-03,53.800000000000000000,429800,23.190000000000000000,-55800,-3.01,,,810,1136800,754,986700
BCM,2024-05-02,54.000000000000000000,489100,26.080000000000000000,53700,2.87,,,846,1306000,752,870300
BCM,2024-04-26,52.400000000000000000,349000,18.240000000000000000,-22100,-1.16,,,821,992100,671,983200
BCM,2021-10-01,44.000000000000000000,45500,2.010000000000000000,100,0.00,,,208,84300,133,141400
BCM,2021-09-30,44.600000000000000000,36900,1.650000000000000000,100,0.00,,,238,117200,118,108900
BCM,2021-09-29,44.400000000000000000,19700,0.880000000000000000,100,0.00,,,186,117300,120,98100
BCM,2021-09-28,44.200000000000000000,99500,4.390000000000000000,200,0.01,,,263,186600,150,213600
BCM,2021-09-27,45.000000000000000000,37600,1.700000000000000000,-4800,-0.22,,,162,82000,180,195500
BCM,2021-09-24,45.500000000000000000,37700,1.710000000000000000,-3200,-0.15,,,148,72300,183,152800
BCM,2021-09-23,45.500000000000000000,108900,5.000000000000000000,-600,-0.03,,,210,188900,194,232500
BCM,2021-09-22,45.400000000000000000,47500,2.150000000000000000,1500,0.07,,,233,136000,136,126700
BCM,2021-09-21,45.200000000000000000,127400,5.770000000000000000,0,0.00,,,432,227300,262,311400
BCM,2021-09-20,46.700000000000000000,96400,4.540000000000000000,-900,-0.04,,,249,144100,192,270900
BCM,2021-09-17,47.750000000000000000,249500,11.690000000000000000,300,0.01,,,381,422100,219,402100
BCM,2021-09-16,48.000000000000000000,109700,5.230000000000000000,-503000,-22.72,,,332,174000,223,260300
BCM,2021-09-15,48.000000000000000000,126700,6.070000000000000000,1100,0.05,,,211,207700,207,303800
BCM,2021-09-14,48.500000000000000000,378800,18.340000000000000000,800,0.04,,,260,596500,293,546000
BCM,2021-09-13,48.500000000000000000,177200,8.530000000000000000,-500,-0.02,,,598,285700,275,353600
BCM,2021-09-10,48.350000000000000000,381900,18.260000000000000000,3100,0.15,,,579,621800,352,582200
BCM,2021-09-09,48.600000000000000000,377300,18.020000000000000000,3900,0.19,,,755,454100,328,647300
BCM,2021-09-08,48.700000000000000000,217300,10.530000000000000000,200,0.01,,,1153,288900,469,439100
BCM,2021-09-07,48.000000000000000000,248900,11.860000000000000000,1100,0.05,,,1089,368300,423,448400
BCM,2021-09-06,48.500000000000000000,187300,9.030000000000000000,400,0.02,,,551,260700,297,399700
BCM,2023-10-31,58.600000000000000000,206000,11.940000000000000000,47000,2.75,,,730,344200,774,398500
BCM,2023-10-30,59.500000000000000000,76500,4.500000000000000000,43800,2.60,,,461,171300,391,191800
BCM,2023-10-27,59.000000000000000000,213200,12.380000000000000000,45100,2.65,,,725,418000,745,369000
BCM,2023-10-26,59.600000000000000000,216500,12.940000000000000000,23100,1.39,,,753,393200,523,528700
BCM,2023-10-25,62.600000000000000000,155500,9.720000000000000000,-15200,-0.95,,,586,464600,806,307400
BCM,2023-10-24,63.400000000000000000,200500,12.550000000000000000,6300,0.44,,,765,458500,779,372300
BCM,2023-10-23,63.600000000000000000,152100,9.550000000000000000,-22800,-1.41,,,600,317800,927,383400
BCM,2023-10-20,64.600000000000000000,171400,10.760000000000000000,17500,1.10,,,734,304000,480,292000
BCM,2023-10-19,63.000000000000000000,154300,9.660000000000000000,50900,3.19,,,724,340000,549,333900
BCM,2023-10-18,62.800000000000000000,299800,18.810000000000000000,60300,3.79,,,1245,525800,773,527700
BCM,2023-10-17,64.200000000000000000,316400,20.500000000000000000,-57800,-3.75,,,1080,467600,762,542000
BCM,2023-10-16,65.700000000000000000,295200,19.560000000000000000,-81700,-5.41,,,872,477800,815,523400
BCM,2023-10-13,66.700000000000000000,249700,16.580000000000000000,-84200,-5.58,,,883,531900,800,418300
BCM,2023-10-12,67.600000000000000000,296700,20.020000000000000000,-88700,-5.98,,,942,507300,905,570500
BCM,2023-10-11,68.300000000000000000,169000,11.500000000000000000,-22700,-1.54,,,656,319600,941,467400
BCM,2023-10-10,68.900000000000000000,141100,9.670000000000000000,-58600,-4.01,,,502,247300,677,412600
BCM,2023-10-09,68.900000000000000000,96400,6.630000000000000000,-29400,-2.02,,,455,253200,558,417700
BCM,2023-10-06,69.500000000000000000,161400,11.150000000000000000,66500,4.60,,,490,282000,506,475200
BCM,2023-10-05,68.900000000000000000,86600,5.920000000000000000,-3600,-0.24,,,441,308900,557,405800
BCM,2023-10-04,69.000000000000000000,126600,8.580000000000000000,-5500,-0.37,,,522,274400,494,290100
BCM,2023-12-26,62.300000000000000000,517700,32.320000000000000000,73800,4.60,,,1039,1113100,1440,1215600
BCM,2023-12-25,61.900000000000000000,515700,31.710000000000000000,106700,6.60,,,1315,903800,1059,916800
BCM,2023-12-22,61.800000000000000000,398000,24.360000000000000000,97700,6.02,,,873,710200,1789,776600
BCM,2023-12-21,61.800000000000000000,281800,17.290000000000000000,97000,5.98,,,853,713900,809,614800
BCM,2023-12-20,61.300000000000000000,314100,19.110000000000000000,73700,4.52,,,831,691200,1027,739700
BCM,2023-12-19,61.000000000000000000,478000,28.510000000000000000,100400,6.07,,,1071,898600,743,747300
BCM,2023-12-18,60.700000000000000000,454400,27.460000000000000000,3600,0.21,,,1345,886300,897,698100
