stock_code,transaction_date,closing_price,matched_volume,matched_value,foreign_net_volume,foreign_net_value,proprietary_net_volume,proprietary_net_value,buy_orders,buy_volume,sell_orders,sell_volume
GVR,2025-01-13,28.100000000000000000,947000,26.430000000000000000,-84800,-2.37,,,1500,2652600,974,1992100
GVR,2021-10-01,36.100000000000000000,2695300,97.180000000000000000,161100,5.77,,,3279,5812200,2433,5345700
GVR,2021-09-30,35.900000000000000000,1718800,62.270000000000000000,-29100,-1.06,,,2010,3023500,1849,3898300
GVR,2021-09-29,36.000000000000000000,3525300,127.580000000000000000,-712200,-25.77,,,3696,6712000,3878,6260600
GVR,2021-09-28,35.800000000000000000,4567000,161.380000000000000000,-963700,-34.06,,,5713,7752000,3135,6780000
GVR,2021-09-27,35.600000000000000000,3941900,143.070000000000000000,-27400,-1.01,,,5261,6111500,2969,7568800
GVR,2021-09-24,37.000000000000000000,2891500,108.130000000000000000,52500,1.96,,,4087,5407900,3147,6968900
GVR,2021-09-23,37.200000000000000000,3709300,140.740000000000000000,-75300,-2.83,,,2634,6176900,4170,7504300
GVR,2021-09-22,37.000000000000000000,3555500,130.440000000000000000,-64900,-2.37,,,3647,6491200,3049,5803900
GVR,2021-09-21,36.400000000000000000,6765800,246.320000000000000000,-154400,-5.63,,,9050,11749600,4266,11004200
GVR,2021-09-20,37.400000000000000000,4251400,162.100000000000000000,-27200,-1.04,,,4792,5842800,3105,7334200
GVR,2021-09-17,38.550000000000000000,3726500,144.000000000000000000,42700,1.65,,,4053,6590500,3718,7226800
GVR,2021-09-16,38.400000000000000000,2233900,85.750000000000000000,3300,0.13,,,3220,4786700,2593,5469200
GVR,2021-09-15,38.500000000000000000,2474700,94.550000000000000000,21000,0.80,,,3094,5561600,2495,4494800
GVR,2021-09-14,38.000000000000000000,3672700,138.550000000000000000,-147700,-5.56,,,5541,7837000,3200,6728300
GVR,2021-09-13,37.700000000000000000,7507800,286.530000000000000000,-309400,-11.81,,,10105,12255800,4495,12339300
GVR,2021-09-10,39.300000000000000000,3419300,135.490000000000000000,-509200,-20.11,,,4368,5562500,3346,6694800
GVR,2021-09-09,39.950000000000000000,4012200,158.010000000000000000,-733800,-28.67,,,3709,7446600,3666,7797500
GVR,2021-09-08,39.000000000000000000,4272900,167.220000000000000000,-144000,-5.69,,,5408,7556700,3639,8106900
GVR,2021-09-07,38.850000000000000000,6217700,242.660000000000000000,16800,0.67,,,7846,11467600,5548,10800200
GVR,2021-09-06,39.300000000000000000,6788200,271.960000000000000000,-190100,-7.67,,,7098,9780300,5489,12569300
GVR,2021-05-12,27.000000000000000000,6321300,166.770000000000000000,78700,2.08,,,3289,12849400,4687,9373600
GVR,2021-05-11,25.250000000000000000,2824000,71.300000000000000000,15000,0.38,,,2004,5084400,2625,6069400
GVR,2021-05-10,24.650000000000000000,2429700,59.550000000000000000,368400,9.05,,,2433,4968900,1658,4407200
GVR,2021-05-07,24.800000000000000000,2869700,71.860000000000000000,383200,9.65,,,2181,4983800,1888,5997700
GVR,2021-05-06,25.300000000000000000,2554200,64.860000000000000000,-43400,-1.10,,,1929,5115200,2354,6073600
GVR,2021-05-05,25.250000000000000000,3182300,80.660000000000000000,-5100,-0.13,,,2035,5983800,1920,6021200
GVR,2021-05-04,25.250000000000000000,2156600,54.020000000000000000,97800,2.46,,,2133,4850700,1583,4974700
GVR,2021-04-29,25.750000000000000000,3166900,81.590000000000000000,-158400,-4.05,,,2145,6301900,3118,8177500
GVR,2021-04-28,25.000000000000000000,3108300,76.500000000000000000,-3900,-0.10,,,2473,9456800,2113,4303100
GVR,2021-04-27,23.400000000000000000,1511800,35.330000000000000000,9300,0.22,,,1892,3953300,1162,3032300
GVR,2021-04-26,23.700000000000000000,2796700,68.520000000000000000,-524700,-12.71,,,,,,
GVR,2021-04-23,24.250000000000000000,3554300,82.880000000000000000,179000,4.16,,,3597,7860000,2123,5703400
GVR,2021-04-22,23.450000000000000000,4710300,113.590000000000000000,-377600,-9.14,,,4211,5984700,2525,8600800
GVR,2021-04-20,25.200000000000000000,2655600,68.110000000000000000,23200,0.60,,,2399,4699300,1593,5189400
GVR,2021-04-19,26.000000000000000000,2739500,70.360000000000000000,12500,0.32,,,2654,5597500,1954,4918900
GVR,2021-04-16,25.500000000000000000,5099800,131.100000000000000000,-477200,-12.18,,,4991,8049100,2656,8825800
GVR,2021-04-15,26.650000000000000000,3301600,88.950000000000000000,-22700,-0.61,,,3603,5023000,1951,6695900
GVR,2021-04-14,27.350000000000000000,3282300,89.010000000000000000,-192500,-5.22,,,4447,6264500,1556,5770700
GVR,2021-04-13,27.550000000000000000,4556700,126.820000000000000000,-37300,-1.04,,,3932,7511800,2098,8728500
GVR,2021-04-12,28.400000000000000000,2902600,82.650000000000000000,-194100,-5.54,,,2426,4572100,2321,6440300
LPB,2022-12-30,13.100000000000000000,11217100,150.160000000000000000,-28900,-0.38,,,2658,25842600,5309,28915400
GVR,2023-03-14,14.300000000000000000,2160500,31.440000000000000000,-19000,-0.27,,,2280,4295400,1426,4963600
GVR,2023-03-13,14.950000000000000000,2603900,38.840000000000000000,-14000,-0.21,,,2212,4718100,1369,4810500
GVR,2023-03-10,15.000000000000000000,2676300,40.330000000000000000,-359340,-5.39,,,2370,5891400,2116,5647900
GVR,2023-03-09,15.150000000000000000,3766000,56.210000000000000000,45500,0.69,,,2631,8645600,2718,6150400
GVR,2023-03-08,14.500000000000000000,1543100,22.160000000000000000,4600,0.07,,,1451,4020700,892,2967200
GVR,2023-03-07,14.400000000000000000,560400,8.050000000000000000,6500,0.09,,,751,1866400,850,1740500
GVR,2023-03-06,14.200000000000000000,931100,13.420000000000000000,6900,0.10,,,986,2124300,1084,2190700
GVR,2023-03-03,14.100000000000000000,1054400,15.060000000000000000,-29500,-0.42,,,946,1988200,948,2466600
GVR,2023-03-02,14.250000000000000000,969300,13.960000000000000000,-64900,-0.92,,,979,2000700,1106,2473600
GVR,2023-03-01,14.400000000000000000,980800,13.980000000000000000,11000,0.16,,,1353,2582000,984,1970700
GVR,2023-02-28,13.950000000000000000,898900,12.640000000000000000,-31400,-0.44,,,1134,2240900,852,1767000
GVR,2023-02-27,13.950000000000000000,1275700,17.940000000000000000,-74240,-1.04,,,1632,2824700,917,2141900
GVR,2023-02-24,14.300000000000000000,956300,13.880000000000000000,-88900,-1.27,,,1174,1810700,1069,2204100
GVR,2023-02-23,14.800000000000000000,2486700,36.190000000000000000,-38298,-0.57,,,1824,4304100,1394,4168000
GVR,2023-02-22,14.550000000000000000,2357700,35.150000000000000000,-84200,-1.23,,,2318,3977600,1570,4318700
GVR,2023-02-21,15.350000000000000000,1979400,30.680000000000000000,-49900,-0.77,,,1958,3992800,1862,4635700
GVR,2023-02-20,15.450000000000000000,2360700,35.670000000000000000,-71400,-1.10,,,2003,4791300,1714,3856200
GVR,2023-02-17,14.700000000000000000,1149100,17.000000000000000000,11200,0.16,,,1368,3080100,1214,2658300
GVR,2023-02-16,14.750000000000000000,1167900,17.100000000000000000,26800,0.40,,,1198,2862700,928,2388400
GVR,2023-02-15,14.500000000000000000,1371600,19.790000000000000000,65600,0.95,,,1482,4204900,3678,2763200
GVR,2022-10-17,16.600000000000000000,1247200,20.300000000000000000,60500,1.00,,,1360,2785300,869,2063100
GVR,2022-10-14,16.450000000000000000,1897700,31.180000000000000000,104000,1.71,,,1364,3665400,1252,3397300
GVR,2022-10-13,16.000000000000000000,799200,12.810000000000000000,87600,1.40,,,1171,1588300,1107,2041300
GVR,2022-10-12,15.950000000000000000,1459700,22.950000000000000000,259900,4.15,,,1890,3852400,1298,2266700
GVR,2022-10-11,15.750000000000000000,1989600,32.010000000000000000,133100,2.10,,,1856,2773400,1305,3756300
GVR,2022-10-10,16.900000000000000000,1889000,31.520000000000000000,195100,3.30,,,1566,4145000,1090,3070800
GVR,2022-10-07,16.600000000000000000,2272400,38.040000000000000000,126600,2.10,,,1721,3247600,1079,4206200
GVR,2022-10-06,17.800000000000000000,1505600,27.560000000000000000,-23900,-0.43,,,1473,2211900,815,3391100
GVR,2022-10-05,19.100000000000000000,1016100,19.230000000000000000,142500,2.72,,,1190,2373000,915,1761700
GVR,2022-10-04,18.250000000000000000,1664400,31.850000000000000000,175200,3.20,,,1581,3076700,890,2895400
GVR,2022-10-03,19.450000000000000000,1141300,22.740000000000000000,-30200,-0.59,,,1150,1568000,760,2186300
GVR,2022-09-30,20.900000000000000000,1585200,32.170000000000000000,0,0.00,,,2370,3329100,1187,3690700
GVR,2022-09-29,20.900000000000000000,1117200,24.460000000000000000,24100,0.50,,,1104,1849500,935,2506100
GVR,2022-09-28,22.200000000000000000,1053100,23.490000000000000000,-3600,-0.08,,,1264,2219500,824,2572500
GVR,2022-09-27,22.750000000000000000,878700,20.110000000000000000,31300,0.71,,,1129,1894500,840,2161100
GVR,2022-09-26,23.000000000000000000,1974000,44.460000000000000000,84100,1.93,,,2313,3472000,1124,3248900
GVR,2022-09-23,23.350000000000000000,1000300,23.590000000000000000,-121700,-2.84,,,1169,1989800,1176,2586900
GVR,2022-09-22,23.600000000000000000,1418900,33.010000000000000000,8400,0.20,,,1589,3206000,889,2204000
GVR,2022-09-21,23.250000000000000000,846600,19.860000000000000000,24800,0.58,,,1003,2125300,927,2341100
GVR,2022-09-20,23.500000000000000000,1307700,30.220000000000000000,-2400,-0.06,,,1687,3130300,1057,2383600
GVR,2024-10-17,36.000000000000000000,2683300,95.610000000000000000,-592000,-21.12,,,2654,4127700,1924,5630800
GVR,2024-10-16,36.100000000000000000,2253700,80.930000000000000000,-27500,-0.98,,,1576,3722300,1863,4413200
GVR,2024-10-15,35.750000000000000000,2210200,79.550000000000000000,300,0.01,,,2471,3520700,2539,5585600
GVR,2024-10-14,36.300000000000000000,4002000,144.760000000000000000,638300,23.08,,,2858,8068500,4050,8184000
GVR,2024-10-11,35.500000000000000000,2128300,75.510000000000000000,-397600,-14.13,,,2579,3552800,1485,4455000
GVR,2024-10-10,35.650000000000000000,2462700,88.310000000000000000,-12500,-0.45,,,2582,4312700,2665,6012600
GVR,2024-10-09,35.650000000000000000,1840800,65.270000000000000000,16600,0.59,,,2182,4204100,1911,4097900
GVR,2024-10-08,35.050000000000000000,1379100,48.350000000000000000,-10800,-0.37,,,1712,3060400,1487,3079400
GVR,2024-10-07,34.800000000000000000,1552900,54.120000000000000000,-153000,-5.34,,,2273,2767600,1181,3598800
GVR,2024-10-04,34.900000000000000000,2301700,81.060000000000000000,-165100,-5.84,,,2930,4186000,1469,4333200
GVR,2024-10-03,35.550000000000000000,3456300,123.620000000000000000,-31300,-1.13,,,3546,5596500,2595,7736900
GVR,2024-10-02,36.150000000000000000,2572200,93.370000000000000000,-46600,-1.67,,,2376,5211800,2899,6505600
GVR,2024-10-01,36.000000000000000000,4110800,149.500000000000000000,-516400,-18.79,,,3052,6750700,3603,8492100
GVR,2024-09-30,35.750000000000000000,1844800,65.980000000000000000,-32500,-1.17,,,2463,3604700,1475,3985000
GVR,2024-09-27,36.000000000000000000,2615100,94.550000000000000000,-6700,-0.24,,,2604,4396600,2337,6502500
GVR,2024-09-26,36.400000000000000000,3546000,129.490000000000000000,192200,7.03,,,2482,5901800,3722,8009700
GVR,2024-09-25,36.000000000000000000,3793400,137.280000000000000000,94800,3.44,,,2894,5726100,2899,11295400
GVR,2024-09-24,36.150000000000000000,3633500,130.850000000000000000,39900,1.44,,,2837,6793500,3441,8410000
GVR,2024-09-23,35.550000000000000000,1808400,64.080000000000000000,7700,0.27,,,2441,3479600,1243,3813800
GVR,2024-09-20,35.600000000000000000,2374700,85.100000000000000000,-18800,-0.68,,,2076,3845200,3025,6258200
SAB,2021-01-08,198.200000000000000000,152900,30.360000000000000000,-18900,-3.74,,,433,278200,430,288500
SAB,2021-01-07,197.800000000000000000,129900,25.640000000000000000,-26900,-5.28,,,620,329400,430,252400
SAB,2020-12-17,198.000000000000000000,206620,40.520000000000000000,13390,2.67,,,1374,623650,384,353360
SAB,2020-12-16,199.100000000000000000,29800,5.970000000000000000,-704,-1.41,,,454,97760,255,150630
SAB,2020-12-15,199.000000000000000000,116620,23.440000000000000000,-6489,-12.92,,,719,210100,452,291030
SAB,2020-12-14,204.000000000000000000,53970,11.010000000000000000,22160,4.52,,,367,96840,343,152450
SAB,2020-12-11,204.700000000000000000,48840,9.860000000000000000,22520,4.56,,,432,128840,249,136540
SAB,2024-11-14,56.100000000000000000,298700,16.830000000000000000,10100,0.56,,,618,604800,578,782200
SAB,2024-11-13,56.800000000000000000,314300,17.810000000000000000,-10400,-0.59,,,697,678100,857,819800
SAB,2024-11-12,56.600000000000000000,1042200,59.160000000000000000,473400,26.90,,,1418,2244800,1452,2437400
SAB,2024-11-11,55.300000000000000000,446500,24.720000000000000000,-100600,-5.56,,,793,894900,612,834700
SAB,2024-11-08,55.200000000000000000,516500,28.650000000000000000,-96700,-5.34,,,1056,911100,561,903000
SAB,2024-11-07,55.600000000000000000,294500,16.450000000000000000,-6500,-0.36,,,698,762600,381,802100
SAB,2024-11-06,55.800000000000000000,391500,21.800000000000000000,0,0.00,,,854,824000,474,702800
SAB,2024-11-05,55.500000000000000000,271600,15.090000000000000000,-112400,-6.24,,,747,753100,516,612000
SAB,2024-11-04,55.500000000000000000,456700,25.490000000000000000,8900,0.52,,,936,916900,693,936800
SAB,2024-10-30,55.200000000000000000,357300,19.780000000000000000,-118000,-6.54,,,688,805400,440,892100
SAB,2024-10-29,55.400000000000000000,258400,14.320000000000000000,-42800,-2.38,,,737,727600,343,719800
SAB,2024-10-28,55.500000000000000000,238900,13.240000000000000000,-78000,-4.33,,,584,590700,347,644000
SAB,2024-10-25,55.500000000000000000,449500,24.960000000000000000,-105500,-5.87,,,874,734500,588,746400
SAB,2024-10-24,55.900000000000000000,228400,12.760000000000000000,-8500,-0.47,,,674,536400,398,463000
SAB,2024-10-23,56.000000000000000000,369000,20.600000000000000000,-113600,-6.34,,,829,1024900,1375,716300
SAB,2024-10-22,56.000000000000000000,646300,36.350000000000000000,-97200,-5.47,,,780,1203600,482,1039700
SAB,2024-10-21,56.600000000000000000,645600,36.620000000000000000,-215800,-12.25,,,926,1315400,843,1517300
SAB,2024-10-18,57.400000000000000000,245300,14.130000000000000000,-36100,-2.08,,,460,675100,695,967100
SAB,2022-10-17,185.100000000000000000,66700,12.400000000000000000,13303,2.46,,,302,121000,330,180800
SAB,2022-10-14,188.400000000000000000,99100,18.620000000000000000,-75500,-14.22,,,398,170900,342,260700
SAB,2022-10-13,190.000000000000000000,195600,36.490000000000000000,-85500,-16.24,,,521,382500,566,273800
SAB,2022-10-12,183.500000000000000000,60200,11.090000000000000000,5400,0.99,,,262,113200,352,127500
SAB,2022-10-11,183.500000000000000000,158300,29.110000000000000000,58890,10.81,,,547,256200,678,242700
SAB,2022-10-10,184.500000000000000000,211500,39.080000000000000000,-45750,-8.44,,,622,335000,654,320600
SAB,2022-10-07,187.000000000000000000,178100,32.800000000000000000,52606,9.84,,,563,246500,457,261100
SAB,2022-10-06,185.800000000000000000,54100,10.050000000000000000,2300,0.43,,,367,204900,229,110500
SAB,2022-10-03,182.200000000000000000,77400,14.300000000000000000,-7000,-1.28,,,809,173000,367,147200
SAB,2022-09-30,185.000000000000000000,95200,17.430000000000000000,12961,2.40,,,872,237800,392,160800
SAB,2022-09-29,182.800000000000000000,63300,11.550000000000000000,-21221,-3.88,,,308,134100,251,139100
SAB,2022-09-28,183.000000000000000000,78800,14.320000000000000000,9600,1.76,,,292,156900,346,234900
SAB,2022-09-27,185.300000000000000000,90500,16.740000000000000000,-39770,-7.37,,,388,116200,299,168800
SAB,2022-09-26,185.000000000000000000,130700,24.380000000000000000,1160,0.21,,,547,191200,289,227400
SAB,2022-09-23,187.000000000000000000,140200,26.260000000000000000,-56300,-10.53,,,242,255900,364,224200
SAB,2022-09-22,187.000000000000000000,102800,19.240000000000000000,-36459,-6.82,,,277,137900,652,221200
SAB,2022-09-21,188.000000000000000000,46700,8.780000000000000000,8480,1.59,,,221,159200,296,129000
SAB,2022-09-20,187.500000000000000000,81800,15.330000000000000000,46940,8.80,,,572,170100,353,203000
SAB,2023-09-05,158.800000000000000000,335400,53.490000000000000000,-83900,-13.37,,,925,616100,980,632300
SAB,2023-08-31,158.000000000000000000,295100,46.830000000000000000,-130400,-20.67,,,968,579000,835,831200
SAB,2023-08-30,159.800000000000000000,279300,44.700000000000000000,50700,8.09,,,882,599500,921,770300
SAB,2023-08-29,158.100000000000000000,275400,43.250000000000000000,17400,2.75,,,712,585400,769,534400
SAB,2023-08-28,156.300000000000000000,286700,44.960000000000000000,-134200,-21.01,,,836,529100,738,655200
SAB,2023-08-25,156.200000000000000000,430600,67.290000000000000000,-98800,-15.43,,,1139,851100,1301,854800
SAB,2023-08-24,153.500000000000000000,609400,93.980000000000000000,-216000,-33.30,,,1206,998100,1281,895000
SAB,2023-08-23,150.100000000000000000,353200,53.210000000000000000,-213900,-32.18,,,1006,579800,876,580500
SAB,2023-08-22,150.000000000000000000,390700,58.830000000000000000,-261900,-39.41,,,1483,659100,922,667300
SAB,2023-08-21,152.700000000000000000,208300,31.900000000000000000,-73500,-11.26,,,1017,337700,755,515200
SAB,2023-08-18,153.600000000000000000,305400,47.710000000000000000,-26700,-4.24,,,936,477000,998,548000
SAB,2023-08-17,155.700000000000000000,325800,50.930000000000000000,-117400,-18.32,,,922,536500,722,590400
SAB,2023-08-16,157.300000000000000000,218500,34.470000000000000000,-42000,-6.64,,,702,362800,592,543500
SAB,2023-08-15,157.300000000000000000,147600,23.200000000000000000,-55800,-8.77,,,637,368900,457,371600
SAB,2023-08-14,158.000000000000000000,163000,25.830000000000000000,-52700,-8.35,,,595,277000,478,319900
SAB,2023-08-11,159.500000000000000000,187300,29.890000000000000000,48200,7.71,,,618,310600,482,378800
SAB,2023-08-10,160.600000000000000000,180900,29.050000000000000000,73500,11.80,,,560,326900,662,457800
SAB,2023-08-09,161.000000000000000000,127500,20.530000000000000000,67600,10.89,,,727,265300,477,361900
SAB,2023-08-08,161.600000000000000000,168600,27.240000000000000000,22400,3.62,,,678,295800,539,434200
SAB,2023-08-07,161.000000000000000000,285100,45.810000000000000000,-89000,-14.30,,,879,621900,684,620000
SAB,2023-09-25,76.000000000000000000,226500,17.650000000000000000,89300,6.99,,,964,340300,674,956700
SAB,2023-09-22,78.600000000000000000,463700,36.210000000000000000,65900,5.14,,,1460,801200,954,787800
SAB,2023-09-21,80.000000000000000000,480400,38.730000000000000000,-94200,-7.58,,,1033,920500,1038,810300
SAB,2023-09-20,80.500000000000000000,523000,41.570000000000000000,-22000,-1.67,,,1119,1170600,762,720000
SAB,2023-09-19,79.000000000000000000,665800,52.820000000000000000,-125900,-10.04,,,1729,1392700,1379,1467300
SAB,2023-09-18,80.800000000000000000,483600,39.300000000000000000,0,0.00,,,1076,905600,762,977100
SAB,2023-09-15,83.100000000000000000,511300,42.930000000000000000,-196000,-16.32,,,1354,1268800,889,1211900
SAB,2023-09-14,85.200000000000000000,1162600,100.190000000000000000,-594200,-51.06,,,2127,2047000,1129,2281800
SAB,2023-09-13,166.800000000000000000,685100,114.920000000000000000,-44200,-7.39,,,1575,977900,1406,1495800
SAB,2023-09-12,168.900000000000000000,482800,81.670000000000000000,52800,9.03,,,1328,711800,1107,1103200
SAB,2023-09-11,167.500000000000000000,844600,140.250000000000000000,-22000,-3.75,,,2181,1661400,1802,1502600
SAB,2023-09-08,160.600000000000000000,285700,45.970000000000000000,-3100,-0.49,,,979,605800,752,670500
SAB,2023-09-07,160.500000000000000000,235200,37.710000000000000000,-15800,-2.53,,,699,516000,891,522500
SAB,2023-09-06,159.000000000000000000,239300,38.070000000000000000,-72100,-11.46,,,924,624000,727,562600
SAB,2021-09-01,148.700000000000000000,68500,10.200000000000000000,10400,1.55,,,273,158000,346,277100
SAB,2021-08-31,150.000000000000000000,162700,24.200000000000000000,111300,16.58,,,507,310500,421,337700
SAB,2021-08-30,147.200000000000000000,117800,17.440000000000000000,40100,5.94,,,362,263100,468,348000
SAB,2021-08-27,148.500000000000000000,137300,20.170000000000000000,36500,5.39,,,485,303500,558,291500
SAB,2021-08-26,147.600000000000000000,144900,21.360000000000000000,108400,15.98,,,592,228000,685,369700
SAB,2021-08-25,147.200000000000000000,240000,34.930000000000000000,95000,13.86,,,837,561700,864,413600
SAB,2021-08-24,142.400000000000000000,194300,27.420000000000000000,106300,15.02,,,662,417300,520,374500
SAB,2021-08-23,140.000000000000000000,301500,42.460000000000000000,-9400,-1.33,,,817,376000,892,484600
SAB,2021-08-20,143.000000000000000000,347100,50.350000000000000000,-96100,-13.92,,,1071,515600,649,559000
SAB,2021-08-19,148.000000000000000000,473300,69.310000000000000000,-176100,-25.75,,,1269,756900,1079,640800
SAB,2021-08-18,146.000000000000000000,344800,50.550000000000000000,-105500,-15.46,,,1155,644100,796,481200
SAB,2021-08-17,145.500000000000000000,558200,82.940000000000000000,-261700,-38.71,,,1666,1044400,1237,1036500
SAB,2021-08-16,151.600000000000000000,198600,30.150000000000000000,-51100,-7.75,,,608,342900,567,270600
SAB,2021-08-13,151.800000000000000000,181200,27.620000000000000000,-42700,-5.84,,,812,280000,405,337800
SAB,2021-08-12,153.100000000000000000,212000,32.550000000000000000,-100000,-15.36,,,715,687600,606,431700
SAB,2021-08-11,154.200000000000000000,185900,28.730000000000000000,-93700,-14.48,,,601,396000,700,352000
SAB,2021-08-10,154.100000000000000000,290100,45.060000000000000000,-162500,-25.19,,,866,525700,649,525500
SAB,2021-08-09,155.100000000000000000,149100,23.200000000000000000,-67600,-10.52,,,552,551900,406,251700
SAB,2021-08-06,155.200000000000000000,100900,15.710000000000000000,-49400,-7.68,,,462,856300,385,195900
SAB,2021-08-05,155.700000000000000000,165900,25.790000000000000000,-104500,-16.24,,,564,981900,377,344500
SAB,2023-10-31,56.700000000000000000,840800,49.260000000000000000,-140400,-8.25,,,2014,1303400,1219,1377400
SAB,2023-10-30,60.800000000000000000,379900,23.630000000000000000,-29900,-1.86,,,962,583500,656,682000
SAB,2023-10-27,63.100000000000000000,997300,63.120000000000000000,-168600,-10.76,,,2250,1555200,1284,1788300
SAB,2023-10-26,66.200000000000000000,389100,26.030000000000000000,51200,3.45,,,1408,704700,844,739900
SAB,2023-10-25,69.200000000000000000,223500,15.470000000000000000,98300,6.83,,,574,502400,877,551200
SAB,2023-10-24,69.100000000000000000,175100,12.030000000000000000,74900,5.16,,,847,430400,824,447400
SAB,2023-10-23,67.800000000000000000,315200,21.610000000000000000,-98800,-6.78,,,982,560400,827,616800
SAB,2023-10-20,70.000000000000000000,209500,14.360000000000000000,24700,1.69,,,898,440500,523,384600
SAB,2023-10-19,68.300000000000000000,289500,19.780000000000000000,60800,4.16,,,1153,603600,795,593500
SAB,2023-10-18,68.300000000000000000,511400,35.050000000000000000,101000,6.93,,,1575,845200,759,818600
SAB,2023-10-17,69.900000000000000000,352500,24.900000000000000000,-18200,-1.29,,,1024,649100,895,779200
SAB,2023-10-16,70.900000000000000000,664200,47.190000000000000000,32300,2.33,,,1544,1301100,1402,1034500
SAB,2023-10-13,70.100000000000000000,605600,41.900000000000000000,-16600,-1.24,,,1724,1271800,1022,904300
SAB,2023-10-12,68.900000000000000000,526200,36.130000000000000000,-209700,-14.38,,,1152,1080500,819,830400
SAB,2023-10-11,68.000000000000000000,532600,36.320000000000000000,-370100,-25.23,,,1527,897100,646,846800
SAB,2023-10-10,68.800000000000000000,596000,41.020000000000000000,-313700,-21.57,,,1671,983500,884,951000
SAB,2023-10-09,68.800000000000000000,438200,30.290000000000000000,-129000,-8.92,,,1051,687800,403,636300
SAB,2023-10-06,69.600000000000000000,320300,22.170000000000000000,-33300,-2.29,,,1123,639500,797,580400
SAB,2023-10-05,69.500000000000000000,185000,12.980000000000000000,-60500,-4.26,,,801,349900,620,418400
SAB,2023-10-04,70.000000000000000000,335600,23.420000000000000000,-4400,-0.31,,,1218,655000,673,623600
SAB,2024-01-24,60.300000000000000000,472300,28.470000000000000000,-311800,-18.79,,,1332,933800,716,969500
SAB,2024-01-23,60.300000000000000000,346300,20.990000000000000000,-99400,-6.03,,,1113,658200,731,1001100
SAB,2024-01-22,60.900000000000000000,360100,21.980000000000000000,-69700,-4.24,,,894,701900,929,946200
SAB,2024-01-19,61.400000000000000000,714800,43.800000000000000000,42000,2.58,,,935,1346700,1336,1633900
SAB,2024-01-18,60.500000000000000000,446200,27.020000000000000000,39100,2.37,,,840,806000,565,862600
SAB,2024-01-17,60.400000000000000000,469900,28.390000000000000000,36100,2.17,,,1064,912900,674,966600
SAB,2024-01-16,60.400000000000000000,266500,16.090000000000000000,-70100,-4.23,,,975,645500,443,673300
SAB,2024-01-15,60.400000000000000000,443100,26.900000000000000000,17400,1.05,,,1164,739200,592,916200
SAB,2024-01-12,61.100000000000000000,497900,30.290000000000000000,135400,8.25,,,1341,1008000,703,864600
SAB,2024-01-11,61.400000000000000000,489400,30.070000000000000000,61700,3.79,,,820,1082000,973,1029800
SAB,2024-01-10,60.800000000000000000,822000,50.180000000000000000,-40000,-2.45,,,0,0,0,0
SAB,2024-01-09,61.600000000000000000,558500,34.510000000000000000,-40200,-2.47,,,1288,1110300,1065,1165000
SAB,2024-01-08,62.100000000000000000,654700,40.590000000000000000,127000,7.88,,,1097,1445700,804,1321700
VNM,2023-06-01,66.100000000000000000,1214500,80.410000000000000000,-395500,-26.18,,,3130,2448700,1835,2621800
SAB,2024-01-05,61.900000000000000000,708500,43.830000000000000000,-41600,-2.58,,,1735,1543000,992,1364400
SAB,2024-01-04,62.400000000000000000,773600,48.270000000000000000,-149900,-9.36,,,1573,1633700,2128,1822400
SAB,2024-01-03,63.500000000000000000,557100,35.340000000000000000,-258800,-16.42,,,1058,1054300,1100,1272100
SAB,2024-01-02,63.500000000000000000,770100,48.960000000000000000,-281700,-17.91,,,1448,1803800,1720,1679200
SAB,2023-12-29,63.000000000000000000,1568600,98.860000000000000000,68700,4.34,,,0,0,0,0
SAB,2023-12-28,62.200000000000000000,868500,54.450000000000000000,-262800,-16.36,,,1489,1826000,1051,1373800
SAB,2023-12-27,62.100000000000000000,646500,40.580000000000000000,86800,5.50,,,1199,1391500,934,1348400
SAB,2023-12-26,62.700000000000000000,357500,22.400000000000000000,-48100,-3.00,,,1068,1059600,904,655800
SAB,2023-12-25,62.000000000000000000,546700,34.270000000000000000,48300,3.11,,,1295,1041600,837,936200
SAB,2023-12-22,61.500000000000000000,639900,39.550000000000000000,26600,1.64,,,1520,1031000,2751,1117000
SAB,2023-12-21,62.000000000000000000,445100,27.570000000000000000,-19400,-1.20,,,1194,959700,909,733300
SAB,2023-12-20,62.000000000000000000,565300,35.190000000000000000,81900,5.11,,,1399,1153900,966,905900
SAB,2023-12-19,62.200000000000000000,528200,32.700000000000000000,170700,10.56,,,949,1192500,1079,661600
SAB,2023-12-18,61.500000000000000000,591300,36.600000000000000000,-95400,-5.91,,,1772,1251800,1218,1014900
SAB,2023-12-15,62.800000000000000000,844700,53.200000000000000000,-78400,-4.87,,,1380,1754600,851,1220400
SAB,2023-12-14,63.000000000000000000,427100,27.230000000000000000,-66400,-4.24,,,1359,736500,1451,817400
SAB,2023-12-13,64.000000000000000000,745900,48.380000000000000000,-186500,-12.05,,,1641,1364600,1828,1541100
SAB,2023-12-12,65.000000000000000000,360800,23.530000000000000000,-28100,-1.83,,,842,685400,733,710500
SAB,2023-12-11,65.500000000000000000,383500,25.100000000000000000,-81800,-5.36,,,964,817200,763,897300
SAB,2023-12-08,65.600000000000000000,555900,36.420000000000000000,-1300,-0.08,,,936,1454300,1000,1148100
SAB,2023-12-07,65.600000000000000000,626200,40.910000000000000000,61700,4.01,,,1137,1194000,1132,1175400
