stock_code,time,,A. TÀI SẢN,"I. Tiền mặt, vàng bạc, đá quý",II. Tiền gửi tại NHNN,"III. Tiền, vàng gửi tại các TCTD khác và cho vay các TCTD khác","1. Tiền, vàng gửi tại các TCTD khác",2. Cho vay các TCTD khác,3. Dự phòng rủi ro cho vay các TCTD khác,IV. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,V. Các công cụ tài chính phái sinh và các tài sản tài chính khác,VI. Cho vay khách hàng,1. Cho vay và cho thuê tài chính khách hàng,2. Dự phòng rủi ro cho vay và cho thuê tài chính khách hàng,VII. Hoạt động mua nợ,1. Mua nợ,2. Dự phòng rủi ro hoạt động mua nợ,VII. Chứng khoán đầu tư,1. Chứng khoán đầu tư sẵn sàng để bán,2. Chứng khoán đầu tư giữ đến ngày đáo hạn,3. Dự phòng giảm giá chứng khoán đầu tư,"VIII. Góp vốn, đầu tư dài hạn",1. Đầu tư vào công ty con,"2. Đầu tư vào công ty liên doanh, liên kết",3. Đầu tư dài hạn khác,4. Dự phòng giảm giá đầu tư dài hạn,IX. Tài sản cố định,1. Tài sản cố định hữu hình,a. Nguyên giá TSCĐ,b. Hao mòn TSCĐ,2. Tài sản cố định thuê tài chính,3. Tài sản cố định vô hình,X. Bất động sản đầu tư,a. Nguyên giá BĐSĐT,b. Hao mòn BĐSĐT,"XI. Tài sản ""Có"" khác",1. Các khoản phải thu,"2. Các khoản lãi, phí phải thu",3. Tài sản thuế TNDN hoãn lại,4. Tài sản Có khác,- Trong đó: Lợi thế thương mại,5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,TỔNG CỘNG TÀI SẢN,B. NỢ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,I. Các khoản nợ Chính phủ và NHNN,II. Tiền gửi và vay các TCTD khác,1. Tiền gửi của các TCTD khác,2. Vay các TCTD khác,III. Tiền gửi của khách hàng,IV. Các công cụ tài chính phái sinh và các khoản nợ tài chính khác,"V. Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",VI. Phát hành giấy tờ có giá,VII. Các khoản nợ khác,"1. Các khoản lãi, phí phải trả",2. Thuế TNDN hoãn lại phải trả,3. Các khoản phải trả và công nợ khác,4. Dự phòng rủi ro khác (Dự phòng cho công nợ tiềm ẩn và cam kết ngoại bảng),TỔNG NỢ PHẢI TRẢ,VIII. Vốn và các quỹ,1. Vốn của TCTD,a. Vốn điều lệ,b. Vốn đầu tư XDCB,c. Thặng dư vốn cổ phần,d. Cổ phiếu quỹ,e. Cổ phiếu ưu đãi,g. Vốn khác,2. Quỹ của TCTD,3. Chênh lệch tỷ giá hối đoái,4. Chênh lệch đánh giá lại tài sản,5. Lợi nhuận chưa phân phối/Lỗ lũy kế,6. Lợi ích cổ đông không kiểm soát,IX. Lợi ích của cổ đông thiểu số,TỔNG NỢ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,1. Thu nhập lãi và các khoản thu nhập tương tự,2. Chi phí lãi và các chi phí tương tự,I. Thu nhập lãi thuần,3. Thu nhập từ hoạt động dịch vụ,4. Chi phí hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối và vàng,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,5. Thu nhập từ hoạt động khác,6. Chi phí hoạt động khác,VI. Lãi/lỗ thuần từ hoạt động khác,"VII. Thu nhập từ góp vốn, mua cổ phần",VIII. Chi phí hoạt động,IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng (I+II+III+IV+V+VI+VII-VIII),X. Chi phí dự phòng rủi ro tín dụng,XI. Tổng lợi nhuận trước thuế (IX-X),7. Chi phí thuế TNDN hiện hành,8. Chi phí thuế TNDN hoãn lại,XII. Chi phí thuế TNDN,XIII. Lợi nhuận sau thuế (XI-XII),XIV. Lợi ích của cổ đông thiểu số,XV. Lợi nhuận sau thuế của cổ đông của Ngân hàng mẹ (XIII-XIV),Lãi cơ bản trên cổ phiếu (BCTC)
VPB,Q12023,,,2611.0,9202.0,69935.0,63083.0,6852.0,,10855.0,10934.0,-80.0,,450146.0,463469.0,-13323.0,866.0,872.0,-7.0,78811.0,76278.0,2751.0,-217.0,189.0,,,189.0,,1783.0,1181.0,1721.0,-1119.0,,602.0,,,,53226.0,35444.0,8590.0,1301.0,8726.0,177.0,-90.0,677624.0,,966.0,139930.0,60937.0,78992.0,331184.0,839.0,39.0,82485.0,17097.0,10853.0,68.0,6235.0,,572526.0,105098.0,66551.0,67434.0,,,-883.0,,,13535.0,,,19261.0,5751.0,,677624.0,18029.0,8495.0,9534.0,2786.0,1118.0,1668.0,-347.0,95.0,31.0,2336.0,958.0,1377.0,,3423.0,8936.0,6386.0,2550.0,889.0,11.0,900.0,1650.0,-886.0,2536.0,378.0
VPB,Q12024,,,2433.0,7759.0,98546.0,77117.0,21429.0,,11331.0,11406.0,-75.0,,567636.0,582691.0,-15055.0,794.0,828.0,-34.0,82798.0,76542.0,6734.0,-477.0,189.0,,,189.0,,1916.0,1285.0,1967.0,-1336.0,,631.0,,,,48381.0,31229.0,8953.0,1301.0,7077.0,99.0,-179.0,822367.0,,112.0,153847.0,77530.0,76317.0,455817.0,1023.0,18.0,46344.0,23291.0,11785.0,66.0,11439.0,,679430.0,142937.0,103332.0,79339.0,,23993.0,,,,12233.0,,,22633.0,4740.0,,822367.0,19346.0,8023.0,11323.0,3162.0,1608.0,1554.0,304.0,-33.0,37.0,1066.0,841.0,225.0,,3467.0,9944.0,5762.0,4182.0,1043.0,-3.0,1040.0,3142.0,-425.0,3567.0,450.0
VPB,Q22012,,,738.0,288.0,22142.0,22142.0,1813.0,-55.0,1024.0,1034.0,-10.0,40.0,33058.0,33396.0,-338.0,,,,17017.0,17017.0,,-9.0,1608.0,,50.0,1609.0,0.0,421.0,269.0,214.0,-62.0,,152.0,29.0,30.0,-1.0,11223.0,4669.0,2249.0,0.0,4318.0,,-12.0,87519.0,,1372.0,24410.0,24384.0,26.0,39431.0,19.0,93.0,9459.0,7769.0,1875.0,,5886.0,9.0,81182.0,6341.0,5051.0,5050.0,,1.0,,,,153.0,-32.0,,1168.0,,,87523.0,2711.0,2310.0,401.0,192.0,81.0,110.0,-15.0,64.0,-8.0,36.0,3.0,33.0,4.0,197.0,391.0,23.0,369.0,97.0,,97.0,272.0,,272.0,
VPB,Q22014,,,1333.0,2383.0,7149.0,4233.0,2951.0,-34.0,6883.0,6886.0,-2.0,,61312.0,62213.0,-900.0,,,,38493.0,37838.0,1043.0,-68.0,72.0,,,72.0,0.0,539.0,231.0,416.0,-108.0,,308.0,29.0,30.0,-1.0,16944.0,12339.0,3207.0,,2132.0,,-734.0,135137.0,,,19316.0,7084.0,12232.0,91566.0,133.0,124.0,7841.0,7890.0,2172.0,,5669.0,49.0,126870.0,8267.0,6349.0,6347.0,,1.0,,,,445.0,-33.0,,1507.0,,,135137.0,2915.0,1679.0,1236.0,201.0,70.0,131.0,-33.0,3.0,77.0,26.0,7.0,19.0,4.0,776.0,662.0,129.0,533.0,117.0,,117.0,416.0,,416.0,
VPB,Q22015,,,1266.0,2010.0,14611.0,9540.0,5293.0,-222.0,5274.0,5287.0,-13.0,0.0,95076.0,96279.0,-1202.0,0.0,0.0,0.0,47567.0,43264.0,4908.0,-605.0,32.0,0.0,0.0,33.0,0.0,609.0,303.0,453.0,-147.0,0.0,306.0,28.0,30.0,-2.0,12821.0,5751.0,3921.0,0.0,3363.0,50.0,-213.0,179295.0,,0.0,22231.0,16004.0,6228.0,120430.0,135.0,194.0,18078.0,6233.0,2869.0,0.0,3364.0,0.0,167302.0,11993.0,9345.0,8056.0,0.0,1289.0,0.0,0.0,0.0,588.0,54.0,0.0,2006.0,0.0,0.0,179295.0,4370.0,1977.0,2393.0,366.0,209.0,157.0,-32.0,-6.0,-37.0,265.0,17.0,248.0,,1093.0,1630.0,861.0,769.0,144.0,0.0,144.0,625.0,,625.0,
VPB,Q22016,,,1752.0,3508.0,10510.0,4450.0,6061.0,-1.0,1794.0,1794.0,-1.0,,116346.0,118136.0,-1790.0,,,,55738.0,52753.0,3722.0,-737.0,307.0,,,307.0,0.0,545.0,382.0,333.0,-170.0,,163.0,27.0,30.0,-3.0,10492.0,2739.0,4164.0,3826.0,3747.0,25.0,-237.0,201020.0,,24.0,27788.0,13900.0,13888.0,118599.0,292.0,326.0,33989.0,5483.0,2960.0,,2522.0,,186501.0,14518.0,10470.0,9181.0,,1289.0,,,,1668.0,-59.0,,2440.0,,,201020.0,5990.0,2495.0,3495.0,451.0,282.0,169.0,-122.0,-56.0,80.0,445.0,4.0,441.0,,1479.0,2529.0,1941.0,588.0,122.0,,122.0,466.0,,466.0,
VPB,Q22017,,,1730.0,3025.0,9602.0,7624.0,1980.0,-1.0,4854.0,4866.0,,,159478.0,162088.0,-2609.0,,,,54069.0,50621.0,4298.0,-850.0,256.0,,,299.0,-43.0,665.0,385.0,509.0,-229.0,,280.0,,,,15034.0,7214.0,4200.0,,,,-2.0,248714.0,,27.0,21061.0,6797.0,14264.0,129614.0,138.0,2866.0,65828.0,9656.0,4982.0,,4674.0,,229191.0,19523.0,12054.0,10765.0,,1288.0,,,,3465.0,,,4118.0,,,248714.0,8123.0,3370.0,4753.0,732.0,405.0,328.0,-28.0,32.0,270.0,593.0,56.0,538.0,,2241.0,3650.0,2310.0,1340.0,271.0,,271.0,1069.0,,1069.0,
VPB,Q22018,,,2468.0,3179.0,18197.0,18037.0,161.0,-1.0,5563.0,5607.0,-19.0,,195164.0,198720.0,-3556.0,,,,51447.0,48739.0,4053.0,-1345.0,228.0,,,228.0,0.0,948.0,563.0,706.0,-321.0,,385.0,,,,15449.0,8067.0,3977.0,,3437.0,,-32.0,293141.0,,2025.0,31843.0,11241.0,20602.0,151302.0,,331.0,64311.0,10336.0,5535.0,,4801.0,,260149.0,32992.0,21572.0,15706.0,,5866.0,,,,3639.0,-62.0,,7842.0,,,293141.0,9996.0,3836.0,6160.0,828.0,538.0,290.0,53.0,-112.0,16.0,609.0,164.0,444.0,1.0,2300.0,4551.0,2794.0,1757.0,341.0,,341.0,1415.0,,1415.0,
VPB,Q22019,,,2444.0,6761.0,19982.0,17357.0,2625.0,,4891.0,4909.0,-18.0,101.0,243518.0,247633.0,-4115.0,,,,50259.0,48993.0,1835.0,-569.0,161.0,,,228.0,-67.0,1896.0,1343.0,1001.0,-447.0,,554.0,,,,18720.0,11316.0,4410.0,,3040.0,,-45.0,348732.0,,2021.0,45436.0,16589.0,28848.0,197363.0,46.0,320.0,53755.0,11629.0,6300.0,,5329.0,,310524.0,38208.0,24097.0,25300.0,,1289.0,-2492.0,,,5821.0,-13.0,,8303.0,,,348732.0,12114.0,4687.0,7426.0,1357.0,644.0,713.0,1.0,54.0,107.0,742.0,174.0,569.0,0.0,3044.0,5826.0,3266.0,2560.0,511.0,0.0,511.0,2049.0,0.0,2049.0,0.0
VPB,Q22020,,,3010.0,3056.0,26034.0,19798.0,6236.0,,291.0,292.0,-1.0,,265908.0,270139.0,-4231.0,249.0,251.0,-2.0,75050.0,74487.0,974.0,-411.0,152.0,,,239.0,-86.0,1870.0,1259.0,1216.0,-604.0,,612.0,,,,24102.0,16753.0,4908.0,,2473.0,,-33.0,399473.0,,17.0,46402.0,1067.0,45335.0,236777.0,124.0,247.0,54973.0,13386.0,7604.0,,5782.0,,351998.0,47475.0,23296.0,25300.0,,693.0,-2696.0,,,8710.0,,,15468.0,,,399473.0,12882.0,5181.0,7701.0,1403.0,715.0,687.0,-93.0,17.0,96.0,744.0,203.0,540.0,,2555.0,6393.0,2720.0,3673.0,722.0,,722.0,2951.0,,2951.0,
VPB,Q22021,,,2122.0,5194.0,34483.0,24910.0,9573.0,-83.0,50.0,50.0,-26.0,51.0,306026.0,310853.0,-4827.0,249.0,251.0,-2.0,67923.0,67562.0,738.0,-376.0,239.0,0.0,0.0,239.0,0.0,1749.0,1137.0,1407.0,-794.0,0.0,613.0,0.0,0.0,0.0,33681.0,26882.0,4935.0,0.0,1910.0,0.0,-46.0,451767.0,,13.0,78221.0,25878.0,52343.0,233591.0,76.0,143.0,67410.0,12378.0,6467.0,0.0,5910.0,0.0,391755.0,60012.0,23466.0,25300.0,0.0,366.0,-2199.0,0.0,0.0,9197.0,0.0,0.0,27349.0,7993.0,0.0,451767.0,13486.0,4254.0,9232.0,1716.0,631.0,1085.0,7.0,56.0,1390.0,1208.0,932.0,276.0,,2817.0,9230.0,4199.0,5031.0,1015.0,,1015.0,4016.0,,4016.0,
VPB,Q22022,,,2308.0,4978.0,62026.0,44806.0,17220.0,,5576.0,5616.0,,,379718.0,392504.0,-12786.0,932.0,939.0,-7.0,101733.0,101506.0,510.0,-283.0,250.0,,,250.0,,1784.0,1149.0,1621.0,-986.0,,635.0,,,,48451.0,40130.0,5986.0,,2390.0,,-56.0,608275.0,,13.0,122797.0,43005.0,79792.0,295420.0,,72.0,76025.0,15425.0,6503.0,,8922.0,,509751.0,98524.0,43374.0,45057.0,,77.0,-1761.0,,,12530.0,,,34645.0,,,608275.0,15447.0,4981.0,10466.0,2451.0,913.0,1538.0,-167.0,-232.0,349.0,1892.0,568.0,1324.0,10.0,3524.0,9762.0,5586.0,4177.0,853.0,,853.0,3324.0,-184.0,3508.0,
VPB,Q22023,,,2105.0,10282.0,105027.0,95523.0,9504.0,,11979.0,12057.0,-78.0,,474940.0,488644.0,-13704.0,851.0,858.0,-6.0,80048.0,79053.0,1213.0,-218.0,904.0,,,904.0,,1759.0,1168.0,1763.0,-1172.0,,591.0,,,,51867.0,35327.0,7538.0,1300.0,7792.0,157.0,-92.0,739762.0,,30.0,153746.0,79426.0,74320.0,387611.0,,32.0,73281.0,16658.0,10954.0,68.0,5636.0,,632198.0,107564.0,66551.0,67434.0,,,-883.0,,,11486.0,,,24379.0,5148.0,,739762.0,18775.0,10013.0,8762.0,2831.0,1174.0,1657.0,-211.0,149.0,253.0,2766.0,594.0,2172.0,,3679.0,9103.0,6490.0,2613.0,847.0,-686.0,160.0,2452.0,-610.0,3062.0,
VPB,Q22024,,,2597.0,14976.0,115859.0,84695.0,31164.0,,11495.0,11577.0,-82.0,,609031.0,624277.0,-15247.0,822.0,828.0,-6.0,59430.0,59348.0,184.0,-103.0,189.0,,,189.0,,1926.0,1336.0,1981.0,-1390.0,,591.0,,,,48068.0,31411.0,8522.0,1304.0,7027.0,80.0,-197.0,864392.0,,388.0,178581.0,81846.0,96735.0,471349.0,1266.0,16.0,54200.0,20769.0,9304.0,139.0,11326.0,,726325.0,138067.0,103332.0,79339.0,,23993.0,,,,11675.0,,,18249.0,4812.0,,864392.0,19757.0,7349.0,12408.0,3653.0,1772.0,1881.0,194.0,34.0,412.0,2111.0,911.0,1200.0,,3331.0,12797.0,8313.0,4483.0,781.0,70.0,851.0,3633.0,74.0,3558.0,
VPB,Q32012,,,960.0,1078.0,21113.0,19299.0,9498.0,-61.0,1024.0,1035.0,-11.0,57.0,33115.0,33512.0,-397.0,,,,17233.0,17233.0,,-9.0,1503.0,,,1454.0,0.0,406.0,236.0,237.0,-67.0,,170.0,30.0,30.0,0.0,12881.0,5124.0,2472.0,0.0,5297.0,,-12.0,89383.0,,,22219.0,19381.0,2837.0,47506.0,23.0,64.0,4704.0,8386.0,1292.0,,7082.0,12.0,82878.0,6505.0,5051.0,5050.0,,1.0,,,,263.0,-67.0,,1258.0,,,89383.0,2341.0,1614.0,727.0,168.0,53.0,115.0,-11.0,9.0,-14.0,18.0,4.0,14.0,12.0,505.0,349.0,67.0,282.0,80.0,,80.0,202.0,,202.0,
