stock_code,time,,TÀI SẢN,A. TÀI SẢN NGẮN HẠN,I. Tài sản tài chính ngắn hạn,1. Tiền và các khoản tương đương tiền,1.1. Tiền,1.2. Các khoản tương đương tiền,Các khoản đầu tư tài chính ngắn hạn,+Đầu tư ngắn hạn,+Đầu tư ngắn hạn của người ủy thác Đầu tư,Dự phòng giảm giá đầu tư ngắn hạn,2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),3. Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),4. Các khoản cho vay,5. Các tài sản tài chính sẵn sàn để bán (AFS),6. Dự phòng suy giảm giá trị tài sản tài chính và tài sản thế chấp,7. Các khoản phải thu ngắn hạn,7.1. Phải thu bán các tài sản tài chính,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","Trong đó: Phải thu khó đòi về cổ tức, tiền lãi đến ngày nhận  nhưng chưa nhận được","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",Trả trước cho người bán,9. Phải thu các dịch vụ CTCK cung cấp,Phải thu hoạt động giao dịch chứng khoán,10. Phải thu nội bộ ngắn hạn,11. Phải thu về lỗi giao dịch chứng khoán,12. Các khoản phải thu khác,13. Dự phòng suy giảm giá trị các khoản phải thu,Dự phòng các khoản phải thu ngắn hạn khó đòi,Phải thu khách hàng,Hàng tồn kho,Hàng tồn kho (chi tiết),Dự phòng giảm giá hàng tồn kho,II. Tài sản ngắn hạn khác,1. Tạm ứng,"2. Vật tư văn phòng, công cụ, dụng cụ",3. Chi phí trả trước ngắn hạn,"4. Cầm cố, thế chấp, ký quỹ, ký cược ngắn hạn",8. Thuế GTGT còn được khấu trừ,Thuế và các khoản khác phải thu của nhà nước,Giao dịch mua bán lại trái phiếu Chính phủ (TS),5. Tài sản ngắn hạn khác,6. Dự phòng suy giảm giá trị tài sản ngắn hạn khác,B. TÀI SẢN DÀI HẠN,I. Tài sản tài chính dài hạn,1. Các khoản phải thu dài hạn,1.1. Phải thu dài hạn của khách hàng,1.2. Vốn kinh doanh ở các đơn vị trực thuộc,1.3.  Phải thu dài hạn nội bộ,1.4. Phải thu dài hạn khác,1.5. Dự phòng phải thu dài hạn khó đòi,2. Các khoản đầu tư,2.1. Các khoản đầu tư nắm giữ đến ngày đáo hạn,2.2. Đầu tư vào công ty con,"2.3 Đầu tư vào công ty liên kết, liên doanh",2.4 Đầu tư chứng khoán dài hạn,- Chứng khoán sẵn sàng để bán,- Chứng khoán nắm giữ đến ngày đáo hạn,2.5 Đầu tư dài hạn khác,2.6 Dự phòng giảm giá đầu tư dài hạn,II. Tài sản cố định,1. Tài sản cố định hữu hình,- Nguyên giá,- Giá trị hao mòn lũy kế,- Đánh giá TSCĐHH theo giá trị hợp lý,2. Tài sản cố định thuê tài chính,- Đánh giá TSCĐTTC theo giá trị hợp lý,3. Tài sản cố định vô hình,- Đánh giá TSCĐVH theo giá trị hợp lý,III. Bất động sản đầu tư,- Đánh giá BĐSĐT theo giá trị hợp lý,IV. Chi phí xây dựng cơ bản dở dang,V. Tài sản dài hạn khác,"1. Cầm cố, thế chấp, ký quỹ, ký cược dài hạn",2. Chi phí trả trước dài hạn,3. Tài sản thuế thu nhập hoãn lại,4. Tiền nộp Quỹ hỗ trợ thanh toán,5. Tài sản dài hạn khác,6. Lợi thế thương mại,VI. Dự phòng suy giảm giá trị tài sản dài hạn,TỔNG CỘNG TÀI SẢN (270=100+200),NGUỒN VỐN,A. NỢ PHẢI TRẢ (300=310+340),I. Nợ ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,1.1. Vay ngắn hạn,1.2 Nợ thuê tài sản tài chính ngắn hạn,2. Vay tài sản tài chính ngắn hạn,3. Trái phiếu chuyển đổi ngắn hạn,4. Trái phiếu phát hành ngắn hạn,5. Vay quỹ hỗ trợ thanh toán,6. Phải trả hoạt động giao dịch chứng khoán,7. Phải trả về lỗi giao dịch các tài sản tài chính,8. Phải trả người bán ngắn hạn,9. Người mua trả tiền trước ngắn hạn,10. Thuế và các khoản phải nộp Nhà nước,11. Phải trả người lao động,12. Các khoản trích nộp phúc lợi nhân viên,13. Chi phí phải trả ngắn hạn,14. Phải trả nội bộ ngắn hạn,15. Doanh thu chưa thực hiện ngắn hạn,"16. Nhận ký quỹ, ký cược ngắn hạn","17. Các khoản phải trả, phải nộp khác ngắn hạn","Phải trả hộ cổ tức, gốc và lãi trái phiếu",Phải trả tổ chức phát hành chứng khoán,18. Dự phòng phải trả ngắn hạn,Giao dịch mua bán lại trái phiếu chính phủ,19. Quỹ khen thưởng phúc lợi,II. Nợ dài hạn,1. Vay và nợ thuê tài chính dài hạn,1.1. Vay dài hạn,1.2 Nợ thuê tài sản tài chính dài hạn,2. Vay tài sản tài chính dài hạn,3. Trái phiếu chuyển đổi dài hạn,4. Trái phiếu phát hành dài hạn,5. Phải trả người bán dài hạn,6. Người mua trả tiền trước dài hạn,7. Chi phí phải trả dài hạn,8. Phải trả nội bộ dài hạn,9. Doanh thu chưa thực hiện dài hạn,"10. Nhận ký quỹ, ký cược dài hạn","11. Phải trả, phải nộp khác dài hạn",Vốn nhận ủy thác đầu tư dài hạn,Dự phòng trợ cấp mất việc làm,12. Dự phòng phải trả dài hạn,13. Dự phòng bồi thường thiệt hại cho nhà đầu tư,14. Thuế thu nhập hoãn lại phải trả,15. Quỹ phát triển khoa học và công nghệ,B. VỐN CHỦ SỞ HỮU (400=410+420),I. Vốn chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,1.1. Vốn góp của chủ sở hữu,a. Cổ phiếu phổ thông,b. Cổ phiếu ưu đãi,1.2. Thặng dư vốn cổ phần,1.3. Quyền chọn chuyển đổi trái phiếu,1.4. Vốn khác của chủ sở hữu,1.5. Cổ phiếu quỹ,2. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,3. Chênh lệch tỷ giá hối đoái,4. Quỹ dự trữ điều lệ,Quỹ đầu tư phát triển,5. Quỹ dự phòng tài chính và rủi ro nghề nghiệp,6. Quỹ khác thuộc vốn chủ sở hữu,7. Lợi nhuận sau thuế chưa phân phối,7.1. Lợi nhuận đã thực hiện,7.2. Lợi nhuận chưa thực hiện,Nguồn vốn đầu tư XDCB,Quỹ hỗ trợ sắp xếp doanh nghiệp,8. Lợi ích cổ đông không nắm quyền kiểm soát,II. Nguồn kinh phí và quỹ khác,1. Nguồn kinh phí,2. Nguồn kinh phí đã hình thành TSCĐ,TỔNG CỘNG NGUỒN VỐN  (440=300+400),LỢI NHUẬN ĐÃ PHÂN PHỐI CHO NHÀ ĐẦU TƯ,1. Lợi nhuận đã phân phối cho Nhà đầu tư trong năm
SSI,Q42011,,,3224.0,,1946.0,730.0,1216.0,869.0,1053.0,119.0,-303.0,,,,,,398.0,,,,,,2.0,,0.0,0.0,,122.0,,-18.0,291.0,0.0,0.0,0.0,11.0,,,5.0,,0.0,3.0,0.0,2.0,,3284.0,,0.0,0.0,0.0,0.0,0.0,0.0,2773.0,,0.0,1062.0,1129.0,1129.0,0.0,750.0,-168.0,165.0,36.0,282.0,-7.0,,0.0,,129.0,,275.0,,1.0,48.0,,20.0,8.0,13.0,6.0,22.0,,6508.0,,1350.0,1180.0,0.0,,,,,,,578.0,,3.0,73.0,6.0,0.0,,6.0,0.0,1.0,,417.0,6.0,1.0,0.0,0.0,90.0,170.0,0.0,,,,,,0.0,,,0.0,0.0,,1.0,123.0,3.0,0.0,0.0,44.0,0.0,5081.0,5081.0,,3526.0,,,341.0,,0.0,-89.0,0.0,0.0,,0.0,289.0,0.0,1012.0,,,0.0,0.0,77.0,0.0,0.0,0.0,6508.0,,
SSI,Q42012,,,4837.0,,1947.0,807.0,1140.0,2098.0,2292.0,,-194.0,,,,,,785.0,,,,,,4.0,,7.0,,,339.0,,-66.0,500.0,,,,8.0,,,5.0,,0.0,0.0,,2.0,,3144.0,,,,,,,,2647.0,,,1216.0,1057.0,1057.0,,549.0,-175.0,145.0,24.0,284.0,-14.0,,,,121.0,,269.0,,,83.0,,9.0,53.0,15.0,6.0,,,7981.0,,2706.0,2678.0,358.0,,,,,,,912.0,,10.0,99.0,19.0,0.0,,9.0,,1.0,,1190.0,4.0,1.0,,,75.0,28.0,1.0,,,,,,,,,,,,,,,,,27.0,,5192.0,5192.0,,3526.0,,,341.0,,-3.0,-89.0,,,,,289.0,,1127.0,,,,,84.0,,,,7981.0,,
SSI,Q42013,,,4467.0,,1839.0,1438.0,401.0,1561.0,1694.0,,-133.0,,,,,,1064.0,,,,,,8.0,,1.0,,,141.0,,-1.0,914.0,,,,4.0,,,2.0,,0.0,,,2.0,,3238.0,,,,,,,,2767.0,,,1350.0,1046.0,1046.0,,539.0,-168.0,135.0,20.0,284.0,-23.0,,,,116.0,,261.0,,,75.0,,0.0,51.0,17.0,6.0,,,7705.0,,2380.0,2354.0,359.0,,,,,,,1137.0,,1.0,151.0,36.0,3.0,,8.0,,0.0,,539.0,11.0,1.0,17.0,,90.0,26.0,,,,,,,,,,,,,1.0,,,,,25.0,,5242.0,5242.0,,3538.0,,,345.0,,-5.0,-89.0,,,,,336.0,,1118.0,,,,,83.0,,,,7705.0,,
SSI,Q42014,,,6412.0,,1953.0,1578.0,375.0,2189.0,2263.0,,-74.0,,,,,,2251.0,,,,,,4.0,,2.0,,,140.0,,-3.0,2108.0,,,,19.0,,,5.0,,0.0,,,13.0,,2502.0,,,,,,,,1995.0,,,1044.0,820.0,820.0,,539.0,-408.0,139.0,19.0,284.0,-31.0,,,,120.0,,252.0,,,116.0,,1.0,88.0,20.0,6.0,,,8914.0,,3141.0,3113.0,1506.0,,,,,,,1098.0,,4.0,72.0,49.0,4.0,,11.0,,,,254.0,10.0,2.0,,,105.0,28.0,,,,,,,,,,,,,1.0,,,,,27.0,,5691.0,5691.0,,3538.0,,,342.0,,-4.0,0.0,,,,,373.0,,1442.0,,,,,83.0,,,,8914.0,,
SSI,Q42015,,,10945.0,,1990.0,1755.0,235.0,5019.0,5062.0,,-43.0,,,,,,3693.0,,,,,,11.0,,0.0,,,39.0,,-3.0,3646.0,,,,242.0,,,9.0,,,,,233.0,,2453.0,,,,,,,,1961.0,,,637.0,1406.0,1406.0,,65.0,-147.0,132.0,15.0,312.0,-43.0,,,,117.0,,268.0,,0.0,91.0,,2.0,51.0,20.0,17.0,,,13397.0,,6670.0,5947.0,3914.0,,,,,,,1551.0,,5.0,5.0,92.0,4.0,,63.0,,,,187.0,10.0,1.0,,,116.0,723.0,688.0,,,,,,,,,,34.0,,0.0,,,,,2.0,,6646.0,6646.0,,4801.0,,,29.0,,-5.0,0.0,,31.0,,,452.0,,1339.0,,,,,81.0,,,,13397.0,,
SSI,Q42016,,,11885.0,11786.0,309.0,201.0,107.0,,,,,1426.0,5244.0,3779.0,960.0,-28.0,54.0,53.0,0.0,0.0,0.0,,,36.0,,,,24.0,-16.0,,,,,,99.0,9.0,,8.0,1.0,,,,81.0,,1343.0,750.0,,,,,,,750.0,41.0,,709.0,,,,,,131.0,13.0,314.0,-53.0,,,,119.0,,261.0,,47.0,153.0,19.0,26.0,88.0,20.0,,,,13228.0,,6075.0,5842.0,4819.0,4819.0,,,,376.0,,40.0,,9.0,4.0,74.0,5.0,0.0,63.0,,0.0,,300.0,,,,,152.0,233.0,,,,,,200.0,,,,,34.0,0.0,,,,,,0.0,,7153.0,7153.0,4927.0,4930.0,4901.0,29.0,,,,-2.0,-3.0,34.0,312.0,,227.0,,1576.0,-151.0,1727.0,,,79.0,,,,13228.0,,
SSI,Q42017,,,17228.0,17092.0,346.0,232.0,114.0,,,,,1431.0,7882.0,5764.0,1535.0,-23.0,28.0,27.0,1.0,,,1.0,18.0,55.0,,,,71.0,-15.0,,,,,,136.0,9.0,0.0,11.0,1.0,,,,115.0,,1536.0,943.0,,,,,,,943.0,130.0,,813.0,,,,,,161.0,33.0,273.0,-55.0,,,,128.0,,218.0,,47.0,167.0,19.0,36.0,77.0,20.0,,15.0,,18764.0,,10148.0,9354.0,8504.0,8504.0,,,,200.0,,,,8.0,5.0,132.0,39.0,0.0,93.0,,,,189.0,,,,,185.0,794.0,,,,,,569.0,,,,,34.0,,,,,,,191.0,,8616.0,8616.0,5028.0,5001.0,5001.0,,29.0,,,-2.0,638.0,33.0,355.0,,271.0,,2213.0,2236.0,-23.0,,,78.0,,,,18764.0,,
SSI,Q42018,,,22270.0,22238.0,613.0,313.0,300.0,0.0,0.0,0.0,0.0,2040.0,12326.0,5967.0,1265.0,-30.0,302.0,300.0,2.0,0.0,0.0,2.0,31.0,31.0,0.0,0.0,0.0,5.0,-312.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,3.0,21.0,1.0,0.0,0.0,0.0,3.0,0.0,1555.0,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.0,302.0,0.0,764.0,0.0,0.0,0.0,0.0,0.0,119.0,84.0,279.0,-64.0,0.0,0.0,0.0,35.0,0.0,215.0,0.0,5.0,151.0,24.0,40.0,52.0,20.0,15.0,0.0,0.0,23826.0,,14670.0,13469.0,11193.0,11193.0,0.0,0.0,0.0,255.0,0.0,21.0,0.0,10.0,56.0,70.0,43.0,0.0,114.0,0.0,0.0,1.0,1490.0,0.0,0.0,0.0,0.0,216.0,1201.0,0.0,0.0,0.0,0.0,1068.0,0.0,0.0,2.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,9156.0,9156.0,5235.0,5101.0,5101.0,0.0,29.0,114.0,0.0,-9.0,278.0,41.0,412.0,0.0,328.0,0.0,2795.0,3056.0,-261.0,0.0,0.0,67.0,0.0,0.0,0.0,23826.0,0.0,0.0
SSI,Q42019,,,22291.0,22256.0,1041.0,261.0,780.0,,,,,4315.0,10722.0,5359.0,760.0,-41.0,351.0,330.0,20.0,,,20.0,10.0,43.0,,,,4.0,-308.0,,,,,,35.0,9.0,1.0,20.0,1.0,,,,4.0,,4753.0,4239.0,,,,,,,4239.0,3445.0,,794.0,,,,,,147.0,97.0,278.0,-72.0,,,,50.0,,206.0,,29.0,132.0,28.0,37.0,32.0,20.0,,15.0,,27044.0,,17643.0,16410.0,15550.0,15550.0,,,,,,30.0,,30.0,5.0,59.0,27.0,0.0,99.0,,0.0,1.0,343.0,,,,,263.0,1234.0,,,,,1106.0,,,,,,51.0,,,,,,,76.0,,9401.0,9401.0,5225.0,5101.0,5101.0,,29.0,114.0,,-19.0,259.0,40.0,477.0,,393.0,,2941.0,3195.0,-253.0,,,65.0,,,,27044.0,,
SSI,Q42020,,,29040.0,28889.0,363.0,232.0,131.0,,,,,13252.0,5592.0,9226.0,186.0,-48.0,386.0,304.0,82.0,,,82.0,199.0,29.0,,,,5.0,-301.0,,,,,,151.0,9.0,1.0,26.0,2.0,,,,113.0,,6729.0,6250.0,,,,,,,6250.0,5465.0,,785.0,,,,,,148.0,98.0,277.0,-81.0,,,,50.0,,197.0,,43.0,92.0,17.0,26.0,13.0,20.0,,15.0,,35770.0,,25897.0,25823.0,23351.0,23351.0,,,1147.0,,,217.0,,31.0,4.0,113.0,27.0,0.0,80.0,,0.0,2.0,622.0,,,,,229.0,73.0,,,,,,,,,,,53.0,,,,,,,20.0,,9873.0,9873.0,6138.0,6029.0,6029.0,,29.0,114.0,,-35.0,-5.0,39.0,522.0,,438.0,,2677.0,2660.0,17.0,,,63.0,,,,35770.0,,
SSI,Q42021,,,46540.0,46464.0,1114.0,474.0,640.0,,,,,12023.0,7834.0,23698.0,272.0,-62.0,528.0,521.0,6.0,,,6.0,1256.0,35.0,,,,10.0,-243.0,,,,,,75.0,12.0,3.0,54.0,4.0,,1.0,,2.0,,4253.0,3689.0,,,,,,,3689.0,3087.0,,602.0,,,,,,189.0,136.0,321.0,-87.0,,,,53.0,,233.0,,35.0,107.0,33.0,25.0,15.0,20.0,,15.0,,50793.0,,36573.0,36479.0,31121.0,31121.0,,,,,,180.0,,22.0,6.0,353.0,138.0,0.0,98.0,,2.0,1.0,4312.0,,,,,246.0,94.0,,,,,,,,,,,53.0,,,,,,,41.0,,14220.0,14220.0,10643.0,9848.0,9848.0,,817.0,,,-22.0,-4.0,34.0,61.0,,496.0,,2928.0,2799.0,129.0,,,63.0,,,,50793.0,,
SSI,Q42022,,,48732.0,48622.0,1418.0,907.0,511.0,,,,,30493.0,3508.0,11057.0,382.0,-37.0,416.0,270.0,146.0,,,146.0,1413.0,20.0,,,,185.0,-232.0,,,,,,110.0,28.0,4.0,74.0,0.0,,1.0,,2.0,,3494.0,2773.0,,,,,,,2773.0,2156.0,,617.0,,,,,,282.0,182.0,365.0,-100.0,,,,100.0,,265.0,,26.0,148.0,34.0,53.0,23.0,20.0,,19.0,,52226.0,,29843.0,29789.0,27892.0,27892.0,,,,,,49.0,,319.0,5.0,115.0,114.0,1.0,58.0,,0.0,0.0,913.0,,,,,322.0,54.0,,,,,,,,,,,53.0,,,,,,,1.0,,22384.0,22384.0,18191.0,14911.0,14911.0,,3299.0,,,-19.0,-6.0,45.0,61.0,,,,3954.0,4080.0,-126.0,,,139.0,,,,52226.0,,
SSI,Q42023,,,65755.0,65659.0,494.0,479.0,15.0,,,,,44072.0,4973.0,15134.0,416.0,-33.0,590.0,268.0,322.0,,,322.0,32.0,21.0,,,,192.0,-232.0,,,,,,96.0,19.0,1.0,63.0,0.0,,,,12.0,,3486.0,2821.0,,,,,,,2821.0,2172.0,,650.0,,,,,,269.0,172.0,334.0,-99.0,,,,97.0,,236.0,,32.0,127.0,34.0,30.0,19.0,20.0,,24.0,,69241.0,,46000.0,45939.0,43169.0,43169.0,,,,,,141.0,,862.0,24.0,360.0,108.0,1.0,68.0,,1.0,0.0,903.0,,,,,302.0,61.0,,,,,,,,,,,52.0,,,,,,,9.0,,23241.0,23241.0,18291.0,15011.0,15011.0,,3299.0,,,-19.0,-4.0,55.0,61.0,,,,4696.0,4765.0,-69.0,,,141.0,,,,69241.0,,
SSI,Q42024,,,70932.0,70814.0,239.0,209.0,30.0,,,,,42438.0,3894.0,21999.0,562.0,-55.0,801.0,508.0,293.0,,,293.0,928.0,30.0,,,,210.0,-232.0,,,,,,119.0,21.0,1.0,55.0,1.0,,0.0,,42.0,,2575.0,1626.0,,,,,,,1626.0,938.0,,687.0,,,,,,231.0,119.0,287.0,-87.0,,,,113.0,,200.0,,388.0,130.0,31.0,22.0,24.0,20.0,,33.0,,73507.0,,46681.0,46599.0,45502.0,45502.0,,,,,,228.0,,103.0,26.0,201.0,94.0,1.0,68.0,,1.0,0.0,18.0,,,,,357.0,81.0,,,,,,,,,,,55.0,,,,,,,27.0,,26827.0,26827.0,20713.0,19639.0,19639.0,,1094.0,,,-19.0,32.0,72.0,3.0,,,,5856.0,6025.0,-169.0,,,151.0,,,,73507.0,,
