stock_code,time,,I. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lợi nhuận trước thuế,2. Điều chỉnh cho các khoản,Khấu hao TSCĐ và BĐSĐT,Các khoản dự phòng,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ từ hoạt động đầu tư",Chi phí lãi vay,"Lãi, lỗ từ thanh lý TSCĐ",Thu nhập lãi vay và cổ tức,Phân bổ lợi thế thương mại,Điều chỉnh cho các khoản khác,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"Tăng, giảm các khoản phải thu","Tăng, giảm hàng tồn kho","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","Tăng, giảm chi phí trả trước","Tăng, giảm chứng khoán kinh doanh",Tiền lãi vay đã trả,Thuế thu nhập doanh nghiệp đã nộp,Tiền thu khác từ hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,II. Lưu chuyển tiền từ hoạt động đầu tư,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",5. Tiền chi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,10. Tiền thu khác từ hoạt động đầu tư,11. Tiền chi khác cho hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,III. Lưu chuyển tiền từ hoạt động tài chính,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",3. Tiền thu từ đi vay,4. Tiền trả nợ gốc vay,5. Tiền trả nợ gốc thuê tài chính,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",7. Tiền thu khác từ hoạt động tài chính,8. Tiền chi khác cho hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền đầu kỳ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Tiền và tương đương tiền cuối kỳ
MSN,Q22015,,,752.0,,444.0,20.0,59.0,-252.0,571.0,2.0,-384.0,,103.0,1315.0,28.0,-500.0,897.0,-128.0,,-15.0,-138.0,,-4.0,1455.0,,-1134.0,2.0,-8186.0,-1269.0,-2249.0,3501.0,407.0,2697.0,,,,-6230.0,,,,13869.0,-3657.0,,-635.0,,,9578.0,4803.0,4750.0,3.0,9555.0
MSN,Q22016,,,1277.0,,575.0,38.0,-2.0,-402.0,709.0,,,,,2196.0,323.0,-321.0,763.0,57.0,,-933.0,-146.0,,-6.0,1933.0,,-710.0,7.0,-19882.0,23690.0,-2194.0,121.0,163.0,,,,,1195.0,,71.0,,5602.0,-4859.0,-3.0,-89.0,,,722.0,3851.0,4687.0,3.0,8540.0
MSN,Q22017,,,353.0,,626.0,43.0,-10.0,-473.0,895.0,,,,,1434.0,76.0,630.0,222.0,-68.0,,-1181.0,-114.0,,,1000.0,,-688.0,4.0,-1078.0,1972.0,,8.0,123.0,,,,,341.0,,3400.0,,5596.0,-11119.0,-4.0,-230.0,,,-2357.0,-1016.0,7048.0,3.0,6034.0
MSN,Q22018,,,2535.0,,683.0,14.0,17.0,-2006.0,743.0,,,,,1986.0,26.0,-43.0,-427.0,-60.0,,-662.0,-116.0,,-4.0,702.0,,-464.0,4.0,-71.0,742.0,,,81.0,,,,,292.0,,134.0,,6511.0,-6413.0,-6.0,-88.0,,,137.0,1131.0,4391.0,-3.0,5519.0
MSN,Q22019,,,1275.0,,698.0,27.0,-10.0,-584.0,489.0,,,,,1895.0,-431.0,-396.0,1172.0,-33.0,-37.0,-285.0,-116.0,,2.0,1772.0,,-1246.0,2.0,-6.0,633.0,-4.0,,76.0,,,,,-545.0,,58.0,,6704.0,-6138.0,,-128.0,,,496.0,1723.0,3083.0,8.0,4814.0
MSN,Q22020,,,311.0,,1048.0,225.0,-19.0,-1065.0,922.0,,,,,1423.0,-33.0,-626.0,-172.0,-23.0,488.0,-1079.0,-23.0,,369.0,-44.0,,-206.0,3.0,423.0,213.0,-21284.0,10500.0,481.0,1673.0,,,,-9871.0,,17.0,,25871.0,-14963.0,,-30.0,,,10895.0,980.0,3711.0,4.0,4696.0
MSN,Q22021,,,1142.0,,1141.0,-13.0,-9.0,-1193.0,1280.0,,,,,2346.0,281.0,-355.0,126.0,2.0,,-1149.0,-22.0,,-1.0,1226.0,,-644.0,3.0,-117.0,930.0,-1508.0,5939.0,115.0,,,,,4718.0,,9231.0,-8030.0,10367.0,-12921.0,-1.0,-166.0,,,-1520.0,4424.0,7118.0,2.0,11544.0
MSN,Q22022,,,1261.0,,1127.0,33.0,73.0,-1734.0,1274.0,,,,,2034.0,-47.0,-671.0,1177.0,121.0,,-1231.0,-123.0,,,1260.0,,-1293.0,122.0,-4680.0,642.0,-1492.0,,221.0,,,,,-6480.0,,59.0,,19003.0,-16471.0,-3.0,-1.0,,,2588.0,-2632.0,12349.0,-3.0,9714.0
MSN,Q22023,,,451.0,,947.0,343.0,-80.0,-1396.0,1887.0,,,,,2150.0,489.0,-525.0,-53.0,110.0,673.0,-1845.0,-84.0,,,917.0,,-532.0,6.0,-3706.0,1531.0,,,237.0,,,,,-2464.0,,,,17362.0,-23179.0,-4.0,,,,-5821.0,-7368.0,16204.0,-7.0,8829.0
MSN,Q22024,,,1169.0,,940.0,134.0,-33.0,-1633.0,1713.0,,,,,2290.0,562.0,231.0,-366.0,-61.0,1708.0,-1600.0,-215.0,,,2550.0,,-223.0,-29.0,-14598.0,10284.0,,1383.0,1544.0,,,,,-1640.0,,6409.0,,24469.0,-22100.0,-20.0,,,,8758.0,9668.0,8493.0,-2.0,18158.0
MSN,Q32010,,,-479.0,,-51.0,13.0,21.0,131.0,-87.0,,,,,-452.0,77.0,104.0,-2.0,,,40.0,66.0,,3.0,-164.0,,180.0,-2.0,1640.0,,-1605.0,,-81.0,,,,,131.0,,,,-610.0,786.0,,,,,176.0,144.0,980.0,,
MSN,Q32011,,,634.0,,27.0,53.0,-10.0,409.0,-740.0,,,,,372.0,-136.0,-92.0,-41.0,,,-89.0,-16.0,,-2.0,-4.0,,-521.0,716.0,285.0,,-300.0,18213.0,-17997.0,,,-334.0,-1840.0,-1780.0,,-84.0,,3430.0,,-1831.0,,,957.0,2473.0,689.0,7230.0,11.0,7930.0
MSN,Q32012,,,620.0,,69.0,10.0,,189.0,-243.0,,,,,645.0,-274.0,-86.0,280.0,,,-357.0,-10.0,,,198.0,,-2019.0,,13303.0,-13055.0,-421.0,-1968.0,119.0,,,,,-4041.0,,2720.0,-4647.0,1740.0,-399.0,-54.0,,,3022.0,2382.0,-1461.0,8921.0,,7459.0
MSN,Q32013,,,493.0,,-203.0,367.0,-2.0,-62.0,102.0,,,,62.0,756.0,-173.0,-206.0,288.0,,,-377.0,-72.0,,-8.0,207.0,,-929.0,1.0,214.0,-970.0,-429.0,1491.0,125.0,,,,,-496.0,,5456.0,-3490.0,-214.0,-1655.0,,,,,97.0,-192.0,6342.0,-35.0,6115.0
MSN,Q32014,,,346.0,,394.0,,-9.0,49.0,347.0,9.0,-73.0,,,1063.0,-387.0,-117.0,-293.0,,,-504.0,-80.0,,-4.0,-322.0,,-437.0,1.0,,58.0,-153.0,,141.0,-2575.0,,,,-2965.0,,11.0,,4242.0,-3359.0,,-37.0,,167.0,1024.0,-2263.0,5161.0,,2897.0
MSN,Q32015,,,683.0,,510.0,48.0,-82.0,-127.0,508.0,10.0,-309.0,,,1241.0,-656.0,1117.0,-115.0,199.0,,-734.0,-143.0,,-5.0,904.0,,-1432.0,,-199.0,,3.0,-1182.0,342.0,476.0,,,,-1993.0,,148.0,,12842.0,-14159.0,,-75.0,,,-1245.0,-2334.0,9555.0,11.0,7232.0
MSN,Q32016,,,1227.0,,624.0,21.0,3.0,-477.0,842.0,,,,,2240.0,133.0,-1432.0,38.0,8.0,,-442.0,-171.0,,-1.0,372.0,,-689.0,,-20949.0,20900.0,-426.0,,157.0,,,,,-1005.0,,,-403.0,8641.0,-4390.0,-4.0,-28.0,,,3816.0,3183.0,8540.0,,11723.0
MSN,Q32017,,,1092.0,,656.0,31.0,-2.0,-636.0,735.0,,,,,1876.0,-328.0,842.0,254.0,-51.0,,-584.0,-103.0,,,1907.0,,-442.0,3.0,-2519.0,480.0,,,66.0,,,,,-2412.0,,148.0,,5810.0,-6717.0,-4.0,-3.0,,,-766.0,-1272.0,6034.0,3.0,4766.0
